Date,AIG,AXP,AAPL,BA,CAT,CSCO,CVX,XOM,GE,HD,IBM,INTC,JNJ,KO,JPM,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,VZ,WMT,DIS,DWDP,T,AA,HPQ,C,MO,HON,IP
1998-08-03,1053.333374,23.818224,0.849218,25.017094,12.288143,13.084596,16.795784,19.317526,15.940219,19.056944,47.596954,14.146924,22.53978,18.070601,27.84123,20.368713,20.537884,29.244249,19.920492,1.523286,19.42326,20.899473,21.221766,5.980724,14.49041,16.931349,22.005466,26.821274,13.283624,17.024235,29.491652,5.0823,285.248383,3.645229,27.788847,24.326683
1998-08-04,987.333313,23.099331,0.826552,24.356573,11.774192,12.626974,16.213495,18.929777,15.216684,18.620523,45.468098,13.66737,21.906427,17.300472,25.910721,19.698956,20.228779,28.672594,19.197155,1.465763,18.548937,21.31061,20.143951,5.696249,13.966206,15.978096,20.844938,25.371475,13.164604,16.407032,28.548761,4.838069,269.962372,3.510983,25.516308,23.245499
1998-08-05,993.333313,23.533384,0.870373,24.108877,11.743036,13.118492,16.291136,18.665392,15.450439,18.911476,46.162777,14.052834,22.334879,17.685537,26.561974,19.423166,20.812635,29.153984,19.162716,1.501982,18.850668,22.355585,20.812923,5.730115,13.778997,15.569572,21.782288,25.951395,13.237846,16.201302,28.483021,4.913665,274.056915,3.572942,23.602587,23.245499
1998-08-06,1021.333313,21.932848,0.891527,24.48041,11.711892,13.474423,15.928819,18.312876,15.81778,19.551554,46.680843,14.533092,22.502529,17.960581,26.60849,19.482264,21.259115,29.424755,19.63345,1.482806,18.783907,21.636101,21.704926,4.104551,13.769629,15.728441,22.853548,25.758091,13.320245,16.458479,28.518085,4.884589,275.69458,3.572942,23.522839,23.042784
1998-08-07,1002.666687,21.919279,0.882461,25.925301,11.836484,13.135445,16.019402,18.876892,15.695334,20.482569,46.45599,14.480887,22.632927,17.69928,25.747894,19.265579,21.499521,29.815891,19.449751,1.472154,18.427816,21.601835,21.630577,3.935221,13.526258,15.297215,22.451822,25.806416,13.475872,16.072729,29.131554,4.79155,267.232727,3.552291,23.682335,23.380648
1998-08-10,982,21.878586,0.917216,25.925301,11.789767,13.449,15.670024,19.070778,15.639673,20.046164,46.72583,14.470444,22.167219,17.630522,25.492048,19.994436,21.001526,30.357443,19.185667,1.463633,18.56134,21.875923,21.556259,3.616882,13.573061,14.956766,22.518776,25.419804,13.338554,15.96986,29.412008,4.768291,268.870514,3.536802,23.124151,23.819883
1998-08-11,953.333313,21.37672,0.942904,25.099663,11.852064,13.287985,16.433468,19.411915,15.550619,19.46427,46.231133,14.125915,22.055458,17.493,24.468645,20.329319,21.018703,29.845982,19.001972,1.431675,18.505709,21.68749,21.11026,3.792983,13.133101,15.16104,22.853548,24.839884,13.182921,15.866988,28.605715,4.663619,256.587036,3.454189,22.605858,23.042784
1998-08-12,982,21.403845,0.968592,25.772562,12.054526,13.364255,16.536993,19.144289,15.917961,20.249825,46.051243,14.303399,22.372129,17.53426,24.631454,20.743002,21.448008,30.146843,19.300486,1.374152,18.127361,21.82453,21.556259,3.779439,13.339038,15.070258,23.567722,25.081512,13.366012,15.96986,28.623243,4.838069,258.497833,3.474841,23.044413,23.313068
1998-08-13,974,20.671398,0.953481,24.653822,12.147971,13.11002,16.524046,19.465435,15.650811,20.278913,45.399155,14.240757,22.577045,17.327961,23.863911,20.605103,21.035875,30.507895,19.093824,1.361371,18.160736,21.499058,21.035931,3.474644,13.329676,15.592269,22.965134,24.598248,13.201227,16.252747,28.062361,4.79155,247.852142,3.423209,23.522839,23.313068
1998-08-14,942,20.332296,0.979169,24.405203,12.054526,13.076118,16.588753,19.518955,15.572889,19.551554,45.10685,14.397368,22.502026,16.901646,23.956944,20.447514,20.761116,30.658319,19.151224,1.350717,18.016083,21.516186,20.66428,3.393366,13.048856,14.934082,22.273281,24.549921,12.523772,15.995576,27.659212,4.907849,244.576599,3.490332,23.642445,22.569754
1998-08-17,980,20.86129,1.013924,24.488073,12.272568,13.304931,16.782846,19.875799,15.906831,19.929779,45.016895,14.961149,22.933327,17.396732,24.747757,20.467203,20.898504,31.59099,19.71382,1.333673,18.628113,22.012976,20.478447,3.461098,13.395206,15.478792,22.429499,24.888212,12.725178,16.561346,28.220114,5.140449,254.130341,3.547129,24.479723,22.569754
1998-08-18,1008.666687,21.783638,1.029034,24.902424,12.584051,13.584588,16.921045,20.036381,16.162855,20.860796,46.366047,15.274363,22.858309,17.396732,25.747894,20.723289,21.293449,31.651175,20.437164,1.342196,19.139997,22.201408,20.812923,3.494965,13.451366,15.705749,22.94282,25.903072,12.743483,16.48419,29.359423,5.303269,260.13562,3.562617,24.65634,23.144135
1998-08-19,1009.333313,21.919279,0.991258,24.363775,12.428308,13.728653,16.960457,20.196955,16.251909,20.395287,46.748348,14.961149,22.7833,17.314224,25.25946,20.880886,21.582619,31.515776,20.310869,1.346456,19.40707,21.99584,20.812923,3.501737,13.499312,15.705749,22.853548,25.613108,12.716026,16.458479,29.797615,5.198598,254.130341,3.531636,24.816441,23.281996
1998-08-20,933.333313,21.078308,0.982191,24.073729,12.0701,13.915094,16.921045,20.357525,16.107204,20.13344,46.073727,14.366039,22.652044,17.479248,24.329086,20.743002,21.321316,30.97422,20.678274,1.346456,18.817282,21.499058,20.292612,3.555923,13.480285,15.864619,23.121363,25.999722,12.587861,16.535625,29.990433,5.210227,245.395508,3.562617,25.056601,23.044081
1998-08-21,934.666687,20.630705,1.039612,24.115149,11.805343,13.932042,16.855362,20.232632,15.962484,19.958874,46.006294,14.188552,22.839563,17.451744,23.701092,20.802094,20.938107,31.049442,20.32234,1.352849,18.884056,21.653236,20.181112,3.691387,13.175862,15.705749,23.277586,25.709764,12.395606,16.509912,29.043924,5.105559,238.571381,3.614249,23.975878,22.568232
1998-08-24,956.666687,21.091871,0.995791,23.659378,12.194696,13.965945,16.540066,20.143423,15.984752,20.482569,46.253624,14.136359,22.970821,17.520504,23.840651,20.624798,20.903263,31.62109,20.276424,1.335804,18.76165,22.150019,20.143951,3.711706,13.128305,15.88732,24.01408,25.806416,12.459689,16.6642,28.483021,5.03578,235.295807,3.655555,22.414856,23.315983
1998-08-25,976.666687,21.024052,0.986724,23.452192,11.929933,14.093059,16.434958,20.089897,16.08493,21.12266,46.208652,14.102407,22.802065,17.630522,23.863911,20.861191,21.0252,32.132561,20.724203,1.340066,18.96195,22.698208,20.143951,3.813304,13.099751,15.637659,24.460434,26.338009,12.478003,16.458479,27.816957,5.111374,240.755142,3.614249,23.095304,23.34997
1998-08-26,957.333313,21.091871,0.976147,23.535078,11.602872,14.050688,16.080244,20.089897,16.107204,21.239035,47.085625,13.8649,23.064583,17.424232,23.910421,20.250521,20.659391,32.102474,20.678274,1.274021,19.229023,22.715334,19.846621,3.820078,12.614584,15.61497,24.661295,25.516455,12.322364,16.587051,27.308647,5.093927,238.571381,3.650393,23.295433,22.296333
1998-08-27,912,19.749041,0.906638,23.203594,11.120068,13.440526,15.87005,19.768747,15.417042,20.918991,45.061859,13.322002,22.183262,16.447823,21.631029,19.734533,20.572287,31.079533,20.069754,1.235672,18.494581,22.08149,19.549292,3.752345,11.844009,15.683051,24.237255,24.549921,12.038571,15.841282,25.941456,4.820623,220.55571,3.572942,23.055273,21.446627
1998-08-28,873.333313,18.989464,0.826552,22.499203,10.964324,12.838834,15.817499,19.287024,15.294605,19.755213,44.094978,12.86262,22.258257,16.007746,21.026287,19.813564,20.241325,30.658319,19.33493,1.210107,18.093971,22.424109,19.028971,3.86749,11.948652,16.409332,23.344545,23.680038,11.992795,16.304173,26.4673,4.79155,211.001938,3.536802,23.055273,21.208698
1998-08-31,824.666687,16.927759,0.754021,20.510317,10.465947,11.101571,15.567887,18.680391,14.248249,17.747683,40.519703,11.891654,20.701881,14.329956,19.537703,17.818375,19.091646,27.905384,17.624189,1.18241,16.558327,20.967999,18.285654,3.914902,11.044893,16.023493,21.068115,21.215387,11.4252,15.661268,26.099218,4.518246,193.805145,3.433538,21.974552,20.121075
1998-09-01,858.666687,17.795843,0.825041,21.919106,11.431555,12.203249,15.89632,18.948021,14.7269,19.225105,42.431019,12.695576,21.714455,15.017574,20.421549,18.964123,18.969709,29.48493,18.600117,1.171758,17.225994,21.927317,17.988323,4.077458,11.625203,15.773834,22.050104,23.48674,11.599139,16.021292,27.641689,4.663619,189.437759,3.505822,22.534927,20.562933
1998-09-02,862,18.175638,0.859795,22.540636,11.400408,12.423587,15.581038,18.270039,14.315033,18.467749,43.35294,12.507642,21.808222,14.137427,20.421549,18.588791,19.265839,29.096987,18.473824,1.082278,17.815775,21.601835,17.988323,3.982635,11.97719,15.115651,21.402885,23.100124,11.784513,15.301239,27.221008,4.663619,194.351059,3.500658,21.974552,20.800844
1998-09-03,851.333313,16.764992,0.837129,22.913555,11.182367,12.287994,15.909467,18.252193,13.847513,18.030827,43.80265,12.820857,22.464531,13.628586,18.328222,18.312229,19.701321,29.945648,18.23271,1.141931,17.782398,21.053658,17.579502,3.982635,11.492013,15.206435,21.469835,21.891962,11.71815,15.275518,28.237642,4.65199,179.610916,3.547129,21.134005,21.038771
1998-09-04,813.333313,15.978285,0.849218,22.499203,11.447129,12.101556,16.369276,18.858814,13.513572,17.856049,42.948181,13.071428,22.839563,13.669847,16.886162,18.371492,19.579395,29.612232,17.750484,1.171758,16.981182,20.728165,17.244997,3.901356,11.587152,15.297215,20.889568,21.843634,11.644917,15.455531,27.816957,4.692694,170.603088,3.469679,21.774427,21.54859
1998-09-08,866,17.361805,0.924771,23.99085,12.256993,12.83036,16.815947,19.251331,14.582186,19.429001,45.309208,13.682186,23.683395,13.972395,17.537416,20.366676,20.607124,30.430571,18.732143,1.197324,17.927055,21.82453,18.805973,4.023273,12.167457,15.978096,22.407183,22.520205,11.71815,15.944146,29.429537,4.896219,184.251373,3.547129,22.695038,23.010084
1998-09-09,870,16.642918,0.903616,23.369328,12.007807,12.313419,16.868502,19.608171,14.281641,19.108593,44.432247,13.572571,22.989574,13.779863,16.607052,19.616016,20.520035,30.657911,18.783819,1.141931,17.481937,19.700331,19.623627,3.847169,11.910605,15.841925,21.804607,21.505348,11.498434,15.918428,29.026396,4.902033,174.970566,3.567781,22.73506,22.976103
1998-09-10,817.333313,15.083062,0.921749,22.45776,11.462702,11.991387,16.815947,19.893644,13.725067,18.380365,44.072498,13.207152,22.689543,13.394795,15.909268,18.885105,19.457453,30.021408,18.508259,1.116366,16.803139,18.912306,18.434317,3.860717,11.434935,15.592269,20.867245,20.925428,11.205481,15.609837,28.307743,4.558949,172.513855,3.552291,21.414181,22.568232
1998-09-11,842.666687,17.009136,0.90966,22.540636,11.275811,12.576126,17.34145,20.143423,14.114674,18.759048,45.534069,14.188552,22.914572,13.806646,17.118753,18.707317,19.945194,31.036772,19.151224,1.161106,17.915926,18.466913,19.140469,3.901356,11.672769,16.182365,21.648376,19.958893,11.672379,16.458479,29.815161,4.65199,178.519089,3.589015,21.494234,22.670202
1998-09-14,867.333313,17.728022,0.899083,22.789238,11.30696,12.703245,17.34145,20.125584,14.092409,18.817297,46.45599,14.334723,23.702137,14.000134,17.211781,18.549284,19.683899,32.00668,19.472708,1.203715,18.383307,18.946581,19.735125,4.023273,12.081838,16.590904,21.849243,18.89571,11.800543,16.612768,30.691561,4.727584,181.248764,3.672482,23.055273,23.044081
1998-09-15,874,18.419796,0.92326,22.706367,11.462702,13.101546,17.367722,20.339684,13.903167,19.283365,46.77079,14.355611,23.420858,13.530236,18.281708,18.391249,19.805847,32.855328,19.89753,1.176019,18.260897,19.100748,19.623627,4.077458,12.167457,16.386635,22.317911,19.717264,12.230824,16.612768,30.744137,4.814809,187.526947,3.729863,23.375488,24.09771
1998-09-16,884.666687,18.894524,0.902105,22.87212,11.275811,13.143919,17.393999,19.929319,14.225985,19.749426,46.950691,14.209438,23.064583,13.806646,18.584078,18.628296,20.450359,32.794716,19.874571,1.233542,18.071716,19.186405,20.404114,4.111325,12.3387,16.114281,22.530088,19.910566,12.450537,16.638487,31.112225,4.814809,188.345871,3.808111,23.495571,24.199684
1998-09-17,862.666687,18.202765,0.870373,22.582067,10.652843,12.508333,17.131248,19.572495,13.936566,19.283365,45.601528,13.8649,22.877071,13.447317,17.816526,17.798616,19.753578,32.446171,19.277527,1.181805,17.604349,18.312735,19.735125,4.2942,12.281614,15.61497,21.791769,19.86224,12.221662,16.124153,29.604805,4.698512,177.700211,3.719432,23.095304,23.723843
1998-09-18,844.666687,18.338394,0.888505,22.830679,10.029862,12.419349,17.525377,19.447592,13.869777,18.817297,44.859501,13.8649,23.027084,13.571699,17.653713,17.936901,19.788412,32.59771,19.357899,1.321871,17.292768,18.895187,19.549292,4.470302,12.129407,16.432024,21.67989,19.765589,11.800543,17.049948,29.587286,4.750845,175.516464,3.860277,22.895176,23.689856
1998-09-21,860.666687,18.46048,0.893039,22.540636,10.606114,12.660872,17.288902,19.465435,14.114674,18.933821,46.118713,14.136359,23.7959,13.087977,17.421112,17.818375,19.910358,32.885654,19.817163,1.367829,17.415171,19.186405,19.623627,4.348385,11.882062,16.273151,21.724651,19.427301,11.974485,16.86994,29.797615,4.893973,173.059753,3.933309,22.895176,23.689856
1998-09-22,878.666687,17.633068,0.89455,22.664932,10.497092,12.787988,17.039288,19.144289,14.225985,19.603779,45.961296,13.958866,23.477119,12.466061,17.165268,17.85788,19.788412,33.128113,20.058273,1.350322,18.060585,19.58042,19.586456,4.35516,11.549093,16.658993,22.328716,19.475626,12.258285,16.844219,29.85021,4.781945,171.967957,4.001126,22.614981,24.131708
1998-09-23,889.333313,18.107821,0.926282,22.416327,11.291388,13.474423,17.801258,20.072058,14.971791,20.768938,47.512829,14.543531,23.833405,12.825395,18.653851,17.85788,20.380674,33.597904,20.873457,1.356887,18.96195,20.539728,20.292612,4.510943,12.195999,16.954037,23.089424,20.732119,12.450537,17.487131,31.585484,5.064968,187.526947,3.943743,23.375488,24.641531
1998-09-24,866.666687,17.199036,0.930815,22.87212,11.49385,13.207478,17.275763,19.80443,14.559928,19.807695,46.973175,14.251199,23.627131,12.535166,17.258301,17.956652,20.450359,33.249344,20.230494,1.466314,19.128859,19.871632,20.218287,4.233242,12.053296,17.06752,22.485338,20.007223,12.294905,17.281387,30.77919,5.035487,176.881348,3.870711,22.775085,25.491236
1998-09-25,842.666687,17.470304,0.936859,22.996414,11.696319,13.512554,17.525377,19.518955,14.793679,20.040714,48.030003,14.752338,23.345861,12.424599,16.932682,18.094933,20.711641,31.885437,20.77013,1.433486,18.995342,19.323458,20.775763,4.077458,12.081838,17.158302,22.172112,19.813917,12.597012,17.178534,31.322561,5.112139,175.789474,3.834195,22.73506,26.340937
1998-09-28,851.333313,18.012863,0.944415,23.162159,12.116824,13.474423,17.814398,19.429752,15.045768,19.749426,48.07497,14.533092,24.002163,12.659551,16.58379,18.924612,21.495522,31.218628,20.44865,1.391904,18.884056,20.179987,21.262409,4.111325,12.148431,17.294481,21.993126,20.297182,13.42558,17.744297,31.708174,5.182896,176.881348,3.849845,22.574955,26.680828
1998-09-29,851.333313,17.551695,0.954992,23.576511,11.789767,13.143919,18.497541,20.339684,14.921977,19.283365,47.287987,14.783665,23.7959,12.977418,16.746597,19.082649,21.512941,31.991516,20.735676,1.359075,19.017588,19.854506,20.476301,3.962314,12.253079,18.020758,20.807335,20.103876,13.39726,18.130043,31.655582,5.224172,171.149002,3.922878,23.095304,26.646841
1998-09-30,836,16.846375,0.921749,22.747808,11.088923,12.571892,17.669891,20.16127,14.325543,18.409498,46.231133,14.32428,23.477119,12.742469,16.048828,18.865349,20.537455,31.415632,20.219011,1.289043,18.828419,19.494751,19.465584,3.792983,11.634718,17.589531,19.554422,19.620605,12.906307,18.258615,31.112225,4.994214,163.779053,3.860277,22.655005,25.355286
1998-10-01,804,15.951159,0.862817,21.421888,10.948754,11.643935,17.656748,20.143423,13.605334,16.836536,45.10685,13.93799,22.914572,12.438418,15.153328,18.924612,20.223904,30.309345,19.116779,1.304362,17.737881,19.494751,18.679474,3.616882,11.2637,17.61223,19.017447,19.282322,12.783574,18.644367,29.85021,4.728878,156.135941,3.881145,21.734402,24.403606
1998-10-02,789.333313,16.141052,0.847707,21.587627,11.213513,11.338856,18.418726,20.839254,13.571567,16.603502,44.904461,14.011068,23.139605,13.032706,16.50024,18.331978,20.833578,30.97616,19.128267,1.372207,17.648863,20.539728,19.01638,3.989408,11.587152,18.656246,19.845264,19.523954,13.114021,19.132977,30.270885,4.693499,168.419418,3.933309,21.934536,24.641531
1998-10-05,760,15.734135,0.778198,22.043411,10.886454,9.826159,18.694599,21.374508,13.143948,16.370476,43.262978,13.457725,23.833405,13.585518,15.651665,18.094933,20.293579,31.218628,18.588629,1.337191,16.869907,20.334166,18.2677,4.063912,11.282724,19.246346,20.494097,19.378975,13.283961,19.853031,29.85021,4.640429,150.676758,3.96461,22.494892,24.913441
1998-10-06,758,15.408604,0.787264,21.836241,10.668413,9.393961,18.44499,21.624296,13.278981,17.186079,42.903221,13.301119,23.870911,13.889565,15.486654,18.411001,20.572287,30.945841,17.934183,1.343756,15.912901,20.351295,18.005669,4.118099,11.568122,18.883207,21.299547,19.620605,13.057374,19.467287,31.690649,4.705291,150.676758,4.100241,22.574955,24.777477
1998-10-07,748.666687,16.071453,0.772153,21.297585,10.902027,8.923626,18.366175,21.142576,13.504056,16.778278,43.442894,13.207152,23.19585,14.000134,15.180218,19.299948,21.286489,30.506351,17.291218,1.326248,16.135464,21.207832,18.30514,4.118099,11.606174,18.673815,21.031069,19.322855,13.217874,19.822409,31.725697,4.669914,138.666245,4.079375,22.214714,24.539562
1998-10-08,710,15.879477,0.744954,20.46888,11.213513,9.495655,18.129694,20.464577,12.885118,15.904408,44.432247,13.102748,22.745806,14.26272,15.274514,19.616016,21.600033,30.794304,16.751583,1.295608,15.979671,21.550446,18.41744,3.813304,11.453963,18.902658,20.337488,18.209013,13.170669,19.667337,32.058735,4.640429,141.941727,3.995911,22.094635,23.927776
1998-10-09,743.333313,16.894226,0.849218,21.214714,11.649596,10.182087,18.011457,20.196955,13.053907,16.894796,45.803894,14.000627,22.802065,14.1107,16.146666,19.359207,22.052942,31.536875,17.796412,1.317494,16.558327,21.207832,19.503023,4.023273,11.682284,18.216124,21.165306,18.354296,13.42558,18.349293,34.004345,4.675807,154.771133,3.969825,23.055273,25.015398
1998-10-12,791.333313,17.497589,0.905127,21.960543,11.898782,10.652421,17.880089,20.500271,13.335248,17.302591,47.085625,14.27208,22.933327,13.861935,16.24095,19.89258,22.453596,31.794504,18.32456,1.348133,16.558327,21.207832,19.652763,4.043594,12.043785,17.712662,21.769388,19.080717,13.680495,17.186308,34.319839,4.893973,152.587341,4.021993,23.375488,25.049381
1998-10-13,790.666687,17.223333,0.936859,22.126282,11.774192,10.309207,17.564789,20.839254,13.706616,17.593876,46.118713,13.958866,23.327108,14.152161,16.099516,20.307417,22.157457,31.703569,17.716042,1.335001,15.579067,21.601835,18.454868,3.996181,11.97719,18.033051,21.456158,19.758715,13.359494,17.729034,32.637154,4.864492,152.17778,4.006342,23.895832,25.049381
1998-10-14,792,17.744429,0.903616,22.20915,11.462702,10.601574,17.683022,21.124722,13.97669,18.059946,46.950691,13.791821,23.964666,14.235082,15.722367,20.129625,22.157457,31.370178,18.404934,1.361264,17.092461,21.927317,19.091246,4.063912,11.824986,18.330542,21.88126,18.887009,13.085694,17.935789,31.988617,4.693499,155.590012,4.068942,23.335461,24.369627
1998-10-15,879.333313,19.417393,0.885483,22.499203,11.961086,11.580377,18.024591,21.588615,14.764431,19.283365,49.109341,14.125915,24.789734,14.926107,17.725971,21.196354,22.90649,32.309769,19.369379,1.398469,17.404045,22.732452,19.802485,4.287427,12.215025,18.765345,23.134174,20.049282,13.501115,18.426825,33.776466,4.89987,173.878693,4.074158,23.775749,24.981417
1998-10-16,935.333313,19.49967,0.886994,21.380453,11.711892,11.262581,18.274212,21.78487,15.090781,19.691164,48.906948,13.990187,24.939745,15.299261,18.515602,21.551943,23.725193,32.976574,19.300486,1.394092,17.526453,22.955162,20.551165,4.199375,12.709717,18.136007,23.850128,19.758715,13.718266,17.729034,34.687935,5.094449,182.613571,4.006342,24.336126,26.035049
1998-10-19,928.666687,19.636808,0.906638,22.830679,11.883209,11.440545,18.142828,21.374508,15.012011,20.565035,50.143688,14.19899,24.845995,15.119593,19.328854,21.21611,23.603266,32.430996,18.91011,1.396281,17.370657,22.492632,21.561871,4.300975,12.890461,18.147467,24.61083,20.194565,14.077034,17.44475,34.197144,5.100347,186.707993,3.995911,25.016573,26.306959
1998-10-20,963.333313,19.677938,0.871884,23.825111,12.085679,11.008348,18.366175,21.856245,14.809441,19.865942,49.604023,14.125915,24.377201,14.829362,20.01243,20.583984,24.108431,31.673256,18.416418,1.389715,17.21487,22.526894,20.962938,4.084231,13.185371,18.078817,23.46978,20.969418,14.303633,17.729034,34.267273,5.188792,197.899628,4.095024,25.016573,26.408918
1998-10-21,947.333313,19.102001,0.897572,23.866554,11.929933,11.720205,18.339895,21.570772,15.102031,20.215485,51.335453,14.543531,24.245943,14.81554,20.366009,20.643238,23.481321,32.309769,19.553085,1.376584,17.448557,23.132727,20.738344,4.070686,13.765682,18.330542,23.246037,21.356844,14.048709,17.780724,34.214684,5.383369,191.894424,4.168058,24.61631,26.137005
1998-10-22,919.333313,19.527084,0.888505,24.156595,11.923628,11.885457,17.131248,20.482414,15.574671,20.361134,51.020638,14.595734,24.939745,15.285435,21.143883,20.366676,22.697451,32.355232,20.207529,1.409412,17.938181,23.977995,20.700901,3.996181,13.661045,18.696692,23.917253,21.695841,14.16202,17.884102,33.881645,5.45413,196.807739,4.183708,24.696362,25.66118
1998-10-23,913.333313,19.225409,0.858284,23.659378,11.876307,11.936304,17.013014,20.339684,15.585922,19.895071,50.930695,14.574851,25.127268,15.534212,21.002447,20.386433,21.582619,31.658119,19.541592,1.409412,18.427816,24.133247,20.326565,3.962314,13.385159,18.856886,24.342342,21.502127,13.992058,17.548128,33.320744,5.46592,203.631927,4.173274,24.055939,24.777477
1998-10-26,876.666687,19.335119,0.905127,23.286457,11.576637,12.482906,16.907907,20.321852,15.462138,19.458134,51.470356,14.856742,24.602222,15.45128,20.554581,20.26791,21.87875,31.915743,19.667898,1.490387,18.828419,24.185003,19.652763,3.962314,13.404178,19.017073,23.402641,21.647413,13.812677,18.478508,32.917629,5.442335,202.26709,4.194139,24.015909,24.879452
1998-10-27,874.666687,19.074577,0.85224,23.535078,11.418919,12.35579,16.632023,19.857958,15.394617,19.050337,51.942551,14.585293,24.470963,15.036668,19.611721,20.662991,21.843908,31.94606,19.369379,1.521027,18.928568,23.632988,20.064528,3.989408,13.670552,19.177269,22.641958,20.775703,13.84101,18.866179,33.110424,5.430543,190.256668,4.235873,23.655674,24.301634
1998-10-28,847.333313,19.088285,0.890017,23.825111,11.008847,12.787988,16.500652,20.107742,15.293332,19.662046,52.594681,14.903719,24.245943,14.939922,19.753147,21.255623,21.617458,32.00668,19.415306,1.477256,18.817282,23.287987,20.101963,4.023273,13.917894,18.536503,23.201284,20.48514,13.614415,18.504354,32.567047,5.513093,193.532227,4.303687,23.775749,24.199684
1998-10-29,872.666687,18.80031,0.88095,24.032286,11.119257,12.749853,16.789682,20.750048,15.630939,19.807695,53.516586,14.992466,24.714724,14.995204,20.413157,21.374151,22.192287,32.961426,19.58753,1.50133,19.184505,24.012487,20.064528,4.456758,14.203296,19.223038,24.140976,20.630419,13.614415,18.711111,33.881645,5.642812,198.880035,4.324554,23.415506,24.09771
1998-10-30,910,19.328245,0.897572,24.902424,11.340061,12.813413,17.131248,20.446737,15.754726,20.302876,53.426659,14.898502,24.452202,14.939922,21.426743,21.196354,22.192287,32.749256,19.449751,1.518838,19.106611,24.478249,19.839922,4.659954,14.498213,19.474773,24.722692,20.872559,14.133684,19.150461,34.687935,5.68409,205.436554,4.267173,24.936523,25.253321
1998-11-02,921.333313,20.15789,0.90966,27.388536,11.860538,13.15663,17.052422,20.571629,15.732212,20.914585,53.381672,15.337003,24.470963,15.700051,21.308882,21.374151,22.383907,33.58276,19.438267,1.507895,19.318043,24.788757,19.765057,4.836054,14.57431,19.840919,24.633202,22.325407,14.407484,19.047085,33.794025,5.719462,201.611923,4.340204,25.576942,24.573559
1998-11-03,917.333313,19.842491,0.914193,27.388536,12.03403,12.889684,16.9736,20.839254,15.934778,20.128105,53.021889,15.107313,24.658459,16.128483,21.214596,20.781523,22.296818,33.840382,19.323452,1.518838,19.451582,24.737007,20.363998,4.930878,14.431608,20.184189,23.939623,22.906546,14.454692,19.822409,34.179638,5.648705,192.869965,4.42367,26.33745,24.981417
1998-11-04,933.333313,20.624126,0.935348,27.139912,12.586046,13.334593,16.737129,20.55378,15.97979,20.739815,53.201782,15.866211,24.564714,15.948823,21.874599,21.551943,22.418745,33.537292,19.380854,1.496953,18.971859,24.046999,21.037811,4.978292,14.621873,20.27573,24.364706,22.180124,14.577425,19.512281,34.817051,5.943529,192.869965,4.475835,26.33745,24.641531
1998-11-05,943.333313,20.816107,0.92326,27.139912,12.570277,13.792215,17.039288,20.803568,16.351152,21.118484,53.606522,15.730247,24.508469,16.073212,22.770334,21.433411,22.923914,34.416248,19.541592,1.45756,19.217958,24.650745,21.374712,5.032477,14.783607,20.413036,25.147783,23.390833,15.087264,19.874083,35.168755,5.919939,196.694565,4.470619,26.577614,25.287302
1998-11-06,954,21.350903,0.920238,27.761446,12.428329,13.715945,17.51223,20.981989,16.272381,21.060226,54.103588,15.970803,24.583467,16.059376,23.006046,21.80875,22.47101,35.143684,20.08124,1.610756,19.486427,24.840511,21.187538,5.384684,15.002409,20.367268,25.572887,23.439259,15.228876,20.003317,34.834648,5.967108,201.611923,4.42367,27.218042,25.083382
1998-11-09,932.666687,20.816107,0.885483,28.217215,12.223295,13.62696,17.328314,20.785677,15.97979,21.118484,54.622284,16.064938,24.658459,15.82444,21.992468,21.196354,22.08777,35.295242,20.333826,1.527592,19.385754,24.443747,20.925508,5.330499,14.935816,20.321507,25.259651,22.906546,14.888995,19.69318,34.746727,5.931731,196.148178,4.428886,26.537584,24.879452
1998-11-10,915.333313,20.418434,0.849218,27.395782,12.128659,13.62696,16.921045,20.244392,16.036058,21.584555,56.291191,16.326406,24.996017,15.948823,21.568171,22.500141,21.408415,35.598339,20.586424,1.564797,19.441675,25.116522,20.738344,5.283085,14.821658,20.458817,25.125402,22.373837,14.586866,19.874083,34.412613,6.014283,190.138138,4.507138,26.297419,24.981417
1998-11-11,899.333313,20.308722,0.811441,27.603626,11.466242,13.436286,16.789682,20.28047,15.69845,21.555431,56.69714,17.351387,24.958498,15.782971,21.356024,21.96677,21.425848,34.916378,20.402719,1.5451,18.983042,24.92676,20.663471,5.073118,14.907276,20.115541,24.968801,22.373837,14.256421,19.951628,34.553295,6.191173,185.220718,4.501919,26.657661,24.199684
1998-11-12,893.333313,20.267595,0.822019,27.56205,11.545098,13.258321,17.446554,21.020243,15.597177,21.409767,56.967773,17.184034,25.333548,15.603311,20.790302,22.342108,21.443264,35.249794,19.977903,1.534157,18.669828,24.978519,20.738344,4.971518,15.145108,19.74938,24.61083,22.131693,14.124248,19.667337,34.307117,6.144004,183.308472,4.496704,26.257389,23.689856
1998-11-13,928,20.74754,0.862817,28.019339,11.986709,13.15663,17.446554,21.038277,15.878514,21.671936,56.809914,17.361845,25.54104,15.423644,21.568171,22.559406,21.443264,35.310394,20.207529,1.5451,18.90473,24.719761,21.037811,4.91056,15.325864,19.726501,24.946417,22.567545,14.700166,19.434742,34.535717,6.155795,189.591751,4.512351,26.257389,24.403606
