date,Real Middle Band,Real Upper Band,Real Lower Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Lower Band,Real Upper Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Lower Band,Real Upper Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Lower Band,Real Upper Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band
2000-01-14,56.1313,59.0005,53.262,61.5925,54.3615,57.977,23.0585,23.883,24.7075,49.6199,53.832,58.0441,100.7978,109.724,118.6502,47.1185,40.3575,43.738,29.1298,33.121,37.1122,68.7508,62.1112,65.431,61.046,55.006,58.026,59.0569,66.6951,62.876,65.1655,50.7725,57.969,34.4535,32.3105,33.382,112.36,122.8501,101.8699,29.5903,33.858,38.1257,52.089,45.515,48.802,105.3558,117.0282,111.192,78.124,64.542,71.333,106.3007,91.2133,98.757,43.4253,37.6867,40.556,71.513,73.9681,69.0579,63.0824,54.9656,59.024,96.9711,88.8169,92.894,100.4842,74.7498,87.617,121.7184,111.4676,116.593,65.4098,58.3542,61.882,156.2075,142.6385,149.423,82.707,88.5043,76.9097,178.6,194.5579,162.6421,90.7972,82.8048,86.801,143.4469,149.4867,137.407,111.0479,99.4921,105.27,47.7949,54.0951,50.945,45.4088,39.9432,42.676,111.5524,86.0116,98.782,160.1852,148.3848,154.285
2000-01-18,55.8,59.5223,52.0777,61.7597,54.6563,58.208,22.8874,23.839,24.7906,49.3849,54.382,59.3791,101.5117,109.34,117.1683,46.0689,40.2331,43.151,30.172,33.583,36.994,68.5004,62.1116,65.306,60.7013,55.1127,57.907,59.0888,66.7132,62.901,65.1267,51.8613,58.494,34.4737,32.2403,33.357,113.33,123.5218,103.1382,30.0088,34.32,38.6312,52.474,45.632,49.053,105.6581,116.4759,111.067,78.0021,65.2999,71.651,106.1031,91.9609,99.032,43.5901,37.8959,40.743,71.326,73.6186,69.0334,64.8603,54.9377,59.899,96.977,88.635,92.806,104.6252,73.6288,89.127,121.7071,111.4289,116.568,64.233,58.593,61.413,156.0455,142.4005,149.223,83.351,88.4388,78.2632,178.43,193.9501,162.9099,90.9987,83.7393,87.369,143.4844,149.5776,137.3911,112.5658,98.7542,105.66,48.2273,53.9247,51.076,45.6532,40.6608,43.157,108.0771,87.8869,97.982,159.4561,147.9839,153.72
2000-01-19,55.6375,59.7586,51.5164,62.0966,54.0314,58.064,22.8292,23.814,24.7988,50.4917,55.382,60.2723,101.327,110.08,118.833,45.9713,39.5927,42.782,30.6912,33.895,37.0988,68.5099,62.0521,65.281,60.6682,55.0718,57.87,59.3762,66.5758,62.976,64.6992,53.5768,59.138,34.4356,32.3284,33.382,114.36,122.9768,105.7432,31.1306,34.951,38.7714,52.9718,46.5962,49.784,104.7047,116.3053,110.505,77.0083,67.5437,72.276,104.2211,95.4789,99.85,43.7784,38.4216,41.1,71.651,74.4615,68.8405,66.0883,55.4717,60.78,96.4414,89.7346,93.088,107.0068,74.6792,90.843,121.7286,112.8954,117.312,63.7975,59.7045,61.751,155.5979,143.7921,149.695,84.226,86.9939,81.4581,179.98,197.3993,162.5607,90.4402,85.1598,87.8,144.2094,150.0737,138.345,114.1548,99.2252,106.69,48.8598,53.5542,51.207,46.7913,41.0227,43.907,109.4569,87.3191,98.388,159.7746,147.1854,153.48
2000-01-20,55.1063,60.1662,50.0463,62.6558,53.0482,57.852,22.4508,23.683,24.9152,51.4937,56.068,60.6423,101.3584,110.78,120.2016,45.4615,39.3525,42.407,30.8626,33.983,37.1034,68.4066,62.2694,65.338,60.0934,55.2206,57.657,59.3411,66.5969,62.969,63.732,56.156,59.944,34.4674,32.2466,33.357,115.2,120.8014,109.5986,32.4837,35.465,38.4463,53.2669,46.9871,50.127,103.8119,115.6361,109.724,76.6447,68.8453,72.745,104.2599,95.4161,99.838,44.0043,38.7817,41.393,72.013,75.0312,68.9948,67.1332,56.1908,61.662,96.1423,90.3837,93.263,107.7592,76.1268,91.943,122.0389,113.1851,117.612,63.78,59.534,61.657,155.0282,144.7998,149.914,84.532,86.025,83.039,181.33,199.5656,163.0944,90.1528,85.8592,88.006,144.6844,149.8339,139.5349,115.3328,99.9672,107.65,47.6088,54.2692,50.939,47.4454,41.0806,44.263,113.3972,85.2788,99.338,159.6941,147.4859,153.59
2000-01-21,54.4063,60.0576,48.7549,63.5428,51.2232,57.383,22.0114,23.577,25.1426,51.875,56.287,60.699,105.1487,111.99,118.8313,45.2861,39.3779,42.332,31.2524,34.095,36.9376,68.6228,61.8032,65.213,60.4221,55.0539,57.738,59.0653,66.6867,62.876,62.4341,58.1539,60.294,34.7814,31.6446,33.213,114.68,123.1345,106.2255,33.579,35.74,37.901,53.1739,47.6421,50.408,102.1972,116.0008,109.099,75.79,70.512,73.151,104.4871,94.0169,99.252,43.6474,39.5746,41.611,72.163,75.2014,69.1246,67.9629,57.3371,62.65,96.514,89.476,92.995,107.2853,80.4387,93.862,122.6253,114.0987,118.362,63.78,59.534,61.657,155.4378,144.0822,149.76,84.513,85.9766,83.0494,184.56,197.2927,171.8273,90.1104,85.8636,87.987,145.3531,147.7023,143.0039,116.2272,102.1328,109.18,46.6098,54.4182,50.514,47.7019,41.3501,44.526,116.3581,85.5799,100.969,159.5849,147.8751,153.73
2000-01-24,53.3938,59.2821,47.5055,64.5618,47.9542,56.258,21.5841,23.408,25.2319,52.1872,56.406,60.6248,108.6905,112.9,117.1095,44.8201,39.4179,42.119,32.1635,34.313,36.4625,68.4948,60.1072,64.301,60.8639,54.8761,57.87,58.3913,66.5607,62.476,63.2999,56.0641,59.682,34.5239,31.4781,33.001,112.63,126.5196,98.7404,33.5385,35.728,37.9175,52.8626,48.3154,50.589,99.9601,116.1999,108.08,75.5404,69.8236,72.682,104.1834,92.3106,98.247,43.7467,39.3993,41.573,72.188,75.2494,69.1266,68.363,57.763,63.063,97.6754,85.7526,91.714,106.6061,84.4799,95.543,122.3399,115.9841,119.162,63.8066,58.4074,61.107,157.2981,139.5859,148.442,84.444,85.8854,83.0026,184.89,197.2998,172.4802,89.428,86.246,87.837,144.8125,148.5972,141.0277,116.2046,102.7954,109.5,45.1986,54.2294,49.714,47.7019,41.3501,44.526,117.3059,85.9821,101.644,159.5861,147.7939,153.69
2000-01-25,52.3188,58.0074,46.6301,64.5681,45.5979,55.083,21.2326,23.202,25.1714,52.7346,56.613,60.4914,109.004,113.05,117.096,43.9723,39.3157,41.644,31.7189,34.475,37.2311,67.7673,59.6107,63.689,60.8639,54.8761,57.87,56.7058,66.6962,61.701,63.6489,54.7031,59.176,34.5108,31.0412,32.776,110.79,127.12,94.46,33.6719,35.772,37.8721,52.8201,48.3959,50.608,98.9799,115.2921,107.136,75.5491,69.4409,72.495,103.6943,90.6157,97.155,43.7953,39.3007,41.548,72.5,75.8405,69.1595,68.4636,59.0764,63.77,97.6847,83.9813,90.833,106.5438,87.7122,97.128,122.3577,116.1903,119.274,64.0707,56.7313,60.401,157.5743,136.7597,147.167,84.475,85.8679,83.0821,184.99,197.4179,172.5621,89.5545,86.2555,87.905,144.3812,148.3887,140.3737,116.6154,102.8446,109.73,43.3249,54.5171,48.921,47.918,41.534,44.726,119.7016,86.4864,103.094,160.6067,147.5333,154.07
2000-01-26,51.5625,57.2028,45.9222,64.0256,43.8904,53.958,20.6606,22.895,25.1294,53.9334,57.113,60.2926,109.2248,113.09,116.9552,43.0607,39.4013,41.231,31.6516,34.513,37.3744,67.0646,59.4514,63.258,60.8442,54.8558,57.85,55.478,66.698,61.088,63.6512,53.6368,58.644,34.4071,30.9709,32.689,109.07,125.7047,92.4353,33.8362,35.822,37.8078,52.7186,48.1714,50.445,96.9355,115.3365,106.136,75.5491,69.4409,72.495,102.8899,90.5821,96.736,45.1792,36.8668,41.023,73.363,77.7674,68.9586,68.299,59.691,63.995,97.5119,82.0421,89.777,105.8608,89.7572,97.809,122.4877,115.6103,119.049,63.9681,55.9979,59.983,156.643,135.679,146.161,84.35,85.8426,82.8574,185.16,197.1747,173.1453,89.5315,86.4165,87.974,144.0125,148.5517,139.4732,116.5658,103.0342,109.8,42.4267,54.2533,48.34,48.1187,41.9713,45.045,120.3618,89.3142,104.838,161.7844,147.1156,154.45
2000-01-27,50.8563,56.4288,45.2837,62.9415,42.3365,52.639,20.2739,22.57,24.8661,54.495,57.513,60.531,107.9494,112.7,117.4506,43.161,38.739,40.95,31.6659,34.857,38.0481,66.9778,58.3522,62.665,60.8059,55.3441,58.075,54.0639,66.2381,60.151,63.6677,52.4963,58.082,34.4897,30.3383,32.414,107.78,123.7419,91.8181,33.653,35.759,37.865,53.1675,47.2965,50.232,95.2107,115.6493,105.43,75.4439,69.4841,72.464,101.8064,90.7556,96.281,44.9424,36.0796,40.511,74.407,80.1199,68.6941,68.6895,58.9005,63.795,97.5296,79.4244,88.477,105.2624,91.7316,98.497,123.2051,113.6929,118.449,63.7397,55.6643,59.702,155.1268,135.1452,145.136,84.1,86.5855,81.6145,186.06,194.9752,177.1448,90.3679,85.0921,87.73,143.7312,148.7899,138.6726,116.0095,104.1505,110.08,41.7718,53.4942,47.633,48.022,42.468,45.245,117.427,96.811,107.119,164.1508,146.2892,155.22
2000-01-28,50.1563,55.2737,45.0388,61.1064,41.2336,51.17,20.0632,22.195,24.3268,54.657,57.563,60.469,107.0077,112.3,117.5923,43.2311,38.3569,40.794,31.665,35.051,38.437,67.571,55.759,61.665,60.481,56.083,58.282,52.153,65.549,58.851,63.0602,51.2898,57.175,34.2485,29.7795,32.014,106.31,122.0475,90.5725,33.6241,35.578,37.5319,53.4838,46.3562,49.92,93.5592,115.3888,104.474,76.2071,69.0469,72.627,100.5189,90.3331,95.426,44.7262,35.1838,39.955,74.945,80.3973,69.4927,69.6009,57.2651,63.433,96.2785,78.8995,87.589,104.3937,93.1883,98.791,124.0885,111.4715,117.78,63.3979,54.7061,59.052,153.3658,132.9562,143.161,83.444,87.2699,79.6181,185.01,197.2197,172.8003,91.309,83.151,87.23,142.8187,149.6234,136.0141,116.4985,103.2015,109.85,41.2996,52.2284,46.764,47.5622,43.3778,45.47,116.2313,98.9807,107.606,164.5658,146.3342,155.45
2000-01-31,49.3313,52.9295,45.7331,58.1527,41.8113,49.982,20.0994,21.858,23.6166,54.5552,57.463,60.3708,106.076,111.88,117.684,43.5404,38.2236,40.882,32.0234,35.326,38.6286,67.5449,53.8351,60.69,61.5588,56.1312,58.845,51.1099,64.4181,57.764,61.8567,50.7693,56.313,33.674,29.592,31.633,104.72,118.9574,90.4826,33.7271,35.497,37.2669,53.6276,45.0504,49.339,92.832,113.24,103.036,78.1285,68.0255,73.077,99.3192,90.3968,94.858,44.0691,34.7949,39.432,75.626,81.9994,69.2526,70.116,56.026,63.071,94.5217,79.1303,86.826,103.2,93.55,98.375,124.0074,110.0786,117.043,62.6161,54.4259,58.521,151.539,131.383,141.461,83.357,87.1907,79.5233,184.27,196.8475,171.6925,91.5133,82.2727,86.893,142.0781,148.5172,135.639,116.527,103.553,110.04,41.017,50.611,45.814,47.4895,43.5505,45.52,115.6418,100.2322,107.937,166.4863,145.4737,155.98
2000-02-01,48.9188,52.0247,45.8128,54.436,43.228,48.832,20.0132,21.658,23.3028,54.5621,57.438,60.3139,104.4025,111.1,117.7975,43.8137,38.2003,41.007,32.201,35.476,38.751,66.1035,53.9025,60.003,61.6717,56.1803,58.926,50.7189,62.9971,56.858,61.1877,50.5263,55.857,33.6024,28.9756,31.289,102.98,114.9027,91.0573,33.6434,35.547,37.4506,53.4072,44.4828,48.945,95.6554,107.9426,101.799,78.9302,68.4238,73.677,98.7639,90.3521,94.558,43.6337,34.2563,38.945,76.901,84.1092,69.6928,69.8687,54.8993,62.384,93.3256,79.0264,86.176,102.9278,93.6822,98.305,124.6137,108.3223,116.468,63.138,54.204,58.671,149.7811,130.7409,140.261,83.201,86.9205,79.4815,183.91,196.2668,171.5532,91.0765,81.4855,86.281,141.5906,147.5449,135.6363,118.5753,102.6647,110.62,40.9997,49.2783,45.139,47.6225,43.1675,45.395,116.2896,98.8464,107.568,170.306,145.134,157.72
2000-02-02,48.4375,50.4861,46.3889,52.5051,43.9349,48.22,20.1025,21.383,22.6635,54.7862,57.238,59.6898,104.7132,110.56,116.4068,44.1231,38.2789,41.201,32.3313,35.726,39.1207,64.9482,53.9218,59.435,61.7042,56.4838,59.094,50.3544,61.9736,56.164,60.2472,50.7428,55.495,33.6425,27.9495,30.796,101.303,110.0647,92.5413,33.7674,35.447,37.1266,52.1078,44.7082,48.408,96.1024,106.2576,101.18,79.5673,68.8627,74.215,97.1766,90.6774,93.927,42.7424,33.7716,38.257,77.726,85.353,70.099,69.4975,53.4965,61.497,91.697,79.379,85.538,102.9177,93.6843,98.301,123.9153,107.8207,115.868,62.7429,54.3731,58.558,147.0893,130.5007,138.795,83.026,86.4369,79.6151,183.29,194.5329,172.0471,90.8588,80.6412,85.75,140.9969,145.7351,136.2587,118.9261,102.6339,110.78,41.3975,47.7065,44.552,46.7795,43.4105,45.095,116.988,96.598,106.793,170.857,147.643,159.25
2000-02-03,47.9938,49.8099,46.1776,50.6359,44.7281,47.682,20.2081,21.226,22.2439,54.6861,57.008,59.3299,105.2904,110.3,115.3096,44.257,38.345,41.301,32.8495,36.151,39.4525,63.7945,54.0755,58.935,61.6688,56.6452,59.157,49.8413,61.2127,55.527,57.9667,51.8993,54.933,33.6974,26.6946,30.196,99.824,104.4983,95.1497,33.8039,35.371,36.9381,51.0871,44.9929,48.04,96.6241,105.2599,100.942,79.9511,69.1409,74.546,96.9755,90.1905,93.583,41.331,33.671,37.501,78.639,86.4751,70.8029,68.6446,52.2234,60.434,89.2078,80.1422,84.675,104.584,93.732,99.158,123.5108,107.8492,115.68,62.6488,54.4052,58.527,144.9573,131.2947,138.126,82.895,86.2945,79.4955,183.58,195.6312,171.5288,90.6971,79.5909,85.144,140.8406,145.1578,136.5235,120.4772,102.1628,111.32,41.1762,46.9638,44.07,46.4531,43.1249,44.789,115.0822,96.4658,105.774,170.8934,149.9066,160.4
2000-02-04,47.5438,49.2513,45.8362,48.9858,45.5922,47.289,20.1598,21.089,22.0182,54.1581,56.839,59.5199,104.103,110.79,117.477,43.9829,38.4191,41.201,34.104,36.689,39.274,62.789,53.855,58.322,61.4637,56.5503,59.007,49.5654,59.6386,54.602,57.1501,52.3899,54.77,33.6487,25.7933,29.721,99.029,104.1584,93.8996,33.873,35.44,37.007,50.2022,45.0778,47.64,95.9505,106.4955,101.223,80.0302,69.5858,74.808,97.187,88.803,92.995,40.141,33.673,36.907,79.52,86.5328,72.5072,66.67,52.072,59.371,87.046,80.754,83.9,106.1447,93.5433,99.844,121.9031,108.2809,115.092,62.9703,54.3077,58.639,143.9271,131.8109,137.869,82.483,85.7585,79.2075,183.76,196.3791,171.1409,90.4296,77.8584,84.144,140.6562,144.4715,136.841,122.5973,101.2027,111.9,41.513,45.613,43.563,46.226,43.014,44.62,114.1567,96.7293,105.443,170.1148,152.6252,161.37
2000-02-07,47.15,49.492,44.808,49.1558,44.8722,47.014,20.1963,20.945,21.6937,53.8439,56.758,59.6721,99.746,112.34,124.934,43.958,38.42,41.189,35.7714,37.158,38.5446,62.6093,53.3087,57.959,61.3661,56.5719,58.969,49.814,57.628,53.721,58.2185,51.9215,55.07,33.1355,25.2065,29.171,98.754,104.7287,92.7793,34.0573,35.702,37.3467,49.7219,44.6701,47.196,95.5716,107.9484,101.76,79.5553,71.0607,75.308,97.7758,87.1902,92.483,39.364,33.538,36.451,80.439,86.0647,74.8133,64.9787,52.1633,58.571,87.1532,80.1968,83.675,108.6223,92.8837,100.753,119.6611,109.0469,114.354,63.0529,54.4251,58.739,143.8147,131.5973,137.706,82.133,85.3254,78.9406,185.13,200.0219,170.2381,89.2793,77.0587,83.169,140.8594,144.8007,136.9181,126.6128,100.4072,113.51,41.0446,45.2694,43.157,46.7043,42.0357,44.37,116.3694,96.0786,106.224,168.5298,156.2902,162.41
2000-02-08,46.875,49.4994,44.2506,49.1281,44.4379,46.783,19.8283,20.701,21.5737,53.8695,56.77,59.6705,99.0271,113.5,127.9729,44.0849,38.7051,41.395,35.771,37.164,38.557,62.091,53.501,57.796,61.3957,56.6423,59.019,49.5481,56.7179,53.133,58.3489,51.9531,55.151,32.6654,24.6626,28.664,98.579,104.7883,92.3697,34.0281,35.995,37.9619,52.4254,39.5906,46.008,94.5618,110.3842,102.473,78.8254,72.7026,75.764,98.1282,86.0998,92.114,37.9692,34.2328,36.101,81.483,86.2038,76.7622,61.8771,53.5269,57.702,86.7827,79.9293,83.356,110.7178,92.2282,101.473,119.5209,109.1251,114.323,63.347,55.105,59.226,143.6569,131.4671,137.562,81.621,85.0468,78.1952,187.06,206.2771,167.8429,87.7075,76.5805,82.144,141.0969,145.5255,136.6682,129.8399,99.9201,114.88,40.4533,45.3347,42.894,46.8019,41.0001,43.901,117.3502,95.6218,106.486,168.3757,157.3643,162.87
2000-02-09,46.3625,49.6344,43.0906,49.2742,43.5158,46.395,19.5154,20.558,21.6006,53.2591,56.376,59.4929,99.6744,115.02,130.3656,44.2639,39.0521,41.658,35.8945,37.27,38.6455,60.6838,54.0822,57.383,61.3891,56.6609,59.025,49.7116,55.2804,52.496,58.3192,51.7588,55.039,31.5364,24.4036,27.97,97.919,104.5195,91.3185,34.2989,36.12,37.9411,53.7328,35.1332,44.433,95.2672,110.6048,102.936,79.2935,71.9485,75.621,97.0904,85.4016,91.246,37.974,34.254,36.114,81.927,86.2367,77.6173,59.2586,54.9334,57.096,86.9745,79.0375,83.006,111.0501,93.5159,102.283,119.7104,109.0596,114.385,63.3171,55.4089,59.363,142.6429,131.0051,136.824,80.896,85.3412,76.4508,189.01,208.3142,169.7058,86.5518,75.1862,80.869,141.1437,145.5693,136.7182,133.135,100.945,117.04,39.3805,45.2455,42.313,46.9048,39.4592,43.182,118.0142,95.4438,106.729,169.0198,156.0802,162.55
2000-02-10,45.9563,49.4109,42.5016,49.5414,42.6486,46.095,19.3771,20.446,21.5149,52.8922,55.845,58.7978,100.8183,116.77,132.7217,43.8846,40.0574,41.971,35.8631,37.251,38.6389,60.2606,54.0794,57.17,61.5207,56.2913,58.906,49.5274,54.4526,51.99,59.0351,51.7809,55.408,31.0223,23.7057,27.364,96.653,102.871,90.435,34.5092,36.17,37.8308,54.1136,32.0524,43.083,96.3498,110.9722,103.661,80.5007,69.7153,75.108,95.784,84.658,90.221,37.4852,34.3168,35.901,82.171,86.4491,77.8929,58.2694,55.3606,56.815,87.553,77.959,82.756,112.0438,94.4162,103.23,120.9263,108.9677,114.947,63.3781,55.6099,59.494,141.0228,131.3632,136.193,80.384,85.7479,75.0201,191.35,211.8853,170.8147,85.7668,74.4712,80.119,141.275,145.6644,136.8856,137.9531,101.9869,119.97,38.1809,45.1451,41.663,46.655,38.647,42.651,118.9502,95.2078,107.079,169.7665,153.6535,161.71
2000-02-11,45.4375,49.1334,41.7416,49.9384,41.6636,45.801,18.9504,20.277,21.6036,52.4909,55.632,58.7731,102.8224,118.03,133.2376,43.3475,40.8325,42.09,35.9737,37.364,38.7543,60.1519,54.3741,57.263,61.8182,55.6678,58.743,48.3394,54.8666,51.603,58.8652,52.6268,55.746,30.3939,23.2101,26.802,95.998,101.914,90.082,34.4421,36.151,37.8599,53.7227,29.8673,41.795,96.9622,110.6978,103.83,81.8912,66.0988,73.995,96.1485,82.4315,89.29,37.2884,34.1516,35.72,82.764,84.9911,80.5369,58.3088,55.0452,56.677,87.6271,76.4729,82.05,110.807,98.033,104.42,120.8646,109.7914,115.328,62.8452,57.0288,59.937,141.0453,131.2907,136.168,79.884,86.5012,73.2668,194.13,210.5488,177.7112,85.7097,72.8163,79.263,141.5562,144.7129,138.3996,138.1206,107.2194,122.67,36.2921,45.5339,40.913,46.2545,38.0975,42.176,119.1096,96.4744,107.792,170.5196,151.9404,161.23
2000-02-14,44.9188,48.6962,41.1413,49.5128,41.0152,45.264,18.6069,20.083,21.5591,52.1978,55.332,58.4662,105.5487,119.5,133.4513,43.2156,40.5644,41.89,36.199,37.433,38.667,60.1626,55.1894,57.676,60.9652,55.1948,58.08,48.1262,54.5538,51.34,58.708,53.56,56.134,29.2909,23.1251,26.208,95.076,100.3646,89.7874,34.19,36.032,37.874,53.3526,27.5994,40.476,97.6863,110.3237,104.005,81.2599,64.2161,72.738,95.3786,81.0514,88.215,36.8606,33.8794,35.37,82.601,85.5372,79.6648,58.4876,54.2044,56.346,86.6517,75.7623,81.207,111.515,99.517,105.516,120.8566,110.5614,115.709,62.2016,58.4084,60.305,141.0207,131.3913,136.206,79.24,85.8189,72.6611,196.14,209.4877,182.7923,84.7593,71.8027,78.281,141.55,144.7226,138.3773,138.045,111.495,124.77,35.8496,45.2144,40.532,45.9187,37.1833,41.551,120.8913,97.1047,108.998,170.0213,150.2787,160.15
2000-02-15,44.4688,47.669,41.2685,49.1988,41.0912,45.145,18.4587,19.896,21.3333,52.5364,54.995,57.4536,110.613,121.4,132.187,43.1781,40.2639,41.721,36.6307,37.521,38.4113,60.0142,55.1998,57.607,61.0401,54.0579,57.549,48.2925,54.1375,51.215,59.5803,53.6757,56.628,28.1771,23.2389,25.708,94.701,99.1462,90.2558,34.149,35.888,37.627,52.2707,25.4313,38.851,96.4562,110.6778,103.567,80.6311,62.6089,71.62,93.7695,81.6605,87.715,36.6001,33.5639,35.082,82.332,85.2906,79.3734,57.9041,54.2999,56.102,85.6269,75.7631,80.695,113.0207,100.1313,106.576,119.918,112.924,116.421,61.619,58.541,60.08,141.2288,131.4832,136.356,78.852,84.8887,72.8153,197.81,208.7207,186.8993,83.3047,72.1193,77.712,141.5641,144.727,138.4011,138.3121,113.2679,125.79,35.8765,44.5495,40.213,45.4716,36.5804,41.026,122.5689,99.1771,110.873,167.0741,151.2459,159.16
2000-02-16,44.0188,46.4568,41.5807,48.352,41.288,44.82,18.2959,19.733,21.1701,52.8294,54.583,56.3366,113.9573,123.44,132.9227,43.436,39.318,41.377,36.5443,37.49,38.4357,60.7486,53.3394,57.044,60.6881,53.5599,57.124,48.563,53.543,51.053,61.1812,53.1608,57.171,27.4523,23.2877,25.37,94.243,97.8368,90.6492,33.5077,35.663,37.8183,50.1979,23.9161,37.057,95.4209,111.0751,103.248,79.4226,61.5414,70.482,92.4862,82.1058,87.296,36.6627,33.0773,34.87,82.044,85.4541,78.6339,58.1616,53.4784,55.82,84.0438,76.2582,80.151,112.0511,102.5289,107.29,119.6115,113.6805,116.646,61.9442,57.5158,59.73,141.1772,131.8548,136.516,78.471,83.6242,73.3178,199.23,206.6597,191.8003,81.7774,72.6826,77.23,141.3578,144.8739,137.8417,136.814,117.426,127.12,36.0018,43.5742,39.788,44.5416,36.0344,40.288,120.9731,103.8349,112.404,165.8426,150.3974,158.12
2000-02-17,43.6438,45.7204,41.5671,47.9708,41.4572,44.714,18.419,19.583,20.747,52.4593,54.202,55.9447,117.7972,124.89,131.9828,43.3409,39.0131,41.177,36.2799,37.352,38.4241,62.2919,49.7961,56.044,60.6153,52.6947,56.655,48.2554,54.0886,51.172,62.9792,52.8628,57.921,27.1091,23.2309,25.17,93.881,96.5834,91.1786,33.1242,35.5,37.8758,46.8965,23.4415,35.169,94.7343,110.9617,102.848,78.1702,60.1938,69.182,91.697,82.483,87.09,36.6545,32.8355,34.745,81.563,85.5061,77.6199,58.6781,52.3739,55.526,83.0333,76.4447,79.739,112.3911,103.3489,107.87,119.5591,113.6589,116.609,62.8938,55.3662,59.13,140.9999,130.3821,135.691,78.021,82.4676,73.5744,200.36,207.057,193.663,80.4876,73.2344,76.861,140.8672,144.5883,137.146,135.9628,120.8172,128.39,35.9983,42.8537,39.426,43.671,35.717,39.694,119.6785,107.4415,113.56,165.7457,147.4943,156.62
2000-02-18,43.1375,45.4859,40.7891,47.1369,41.6771,44.407,18.5464,19.483,20.4196,51.5194,53.871,56.2226,120.225,125.99,131.755,43.4994,38.1046,40.802,35.6739,37.089,38.5041,63.1625,47.2135,55.188,60.6311,51.3429,55.987,48.2665,54.2775,51.272,63.0326,53.0354,58.034,26.6803,23.0357,24.858,93.769,96.4102,91.1278,32.7957,35.325,37.8543,42.8408,23.7592,33.3,92.7934,110.6026,101.698,76.8636,58.8884,67.876,91.3751,82.5049,86.94,36.792,32.174,34.483,80.863,86.5323,75.1937,58.9954,51.0826,55.039,82.4005,76.1395,79.27,112.2999,103.5601,107.93,120.1279,112.4661,116.297,63.0821,53.7039,58.393,140.9964,127.0976,134.047,77.433,81.7655,73.1005,200.62,206.5088,194.7312,80.0813,73.1667,76.624,140.1391,144.9219,135.3562,135.0155,122.7045,128.86,36.0019,41.9261,38.964,42.2553,35.5327,38.894,119.0601,108.7099,113.885,167.9864,140.6336,154.31
2000-02-22,42.8313,45.1551,40.5074,47.8479,41.4161,44.632,18.4242,19.515,20.6058,50.6579,53.533,56.4081,120.2548,125.94,131.6252,43.8773,36.6507,40.264,34.1131,36.627,39.1409,63.4299,45.4221,54.426,59.6233,50.8507,55.237,48.2163,54.7897,51.503,63.1162,53.0758,58.096,26.0475,23.1185,24.583,93.732,96.4113,91.0527,32.5017,34.975,37.4483,37.5132,25.4368,31.475,91.0401,109.7939,100.417,74.4827,59.3193,66.901,92.017,82.363,87.19,36.8392,31.6008,34.22,80.369,86.3424,74.3956,58.7178,50.3342,54.526,81.7755,76.2025,78.989,112.2425,103.3975,107.82,120.8444,111.1256,115.985,63.3114,52.4006,57.856,140.5575,126.1625,133.36,76.902,80.7531,73.0509,200.67,206.4424,194.8976,79.365,73.209,76.287,139.3984,144.8183,133.9786,135.2342,122.2258,128.73,36.1187,41.2213,38.67,41.3494,35.8526,38.601,119.0339,108.6861,113.86,167.2012,136.7588,151.98
