date,Real Upper Band,Real Lower Band,Real Middle Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Upper Band,Real Middle Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Lower Band,Real Upper Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Upper Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Lower Band,Real Upper Band,Real Middle Band,Real Lower Band,Real Upper Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Lower Band,Real Upper Band,Real Middle Band,Real Lower Band,Real Upper Band,Real Middle Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Lower Band,Real Middle Band,Real Upper Band,Real Upper Band,Real Lower Band,Real Middle Band,Real Lower Band,Real Upper Band,Real Middle Band
2000-01-31,60.2698,45.1927,52.7313,43.7895,53.9795,64.1695,25.3173,20.4237,22.8705,50.5208,55.6475,60.7742,118.6333,102.9707,110.802,42.31,46.4818,38.1382,34.2235,38.4991,29.9479,70.2356,55.8854,63.0605,61.421,55.45,58.4355,67.7741,52.8659,60.32,50.5075,57.141,63.7745,34.8983,30.1167,32.5075,123.1941,93.8859,108.54,38.3325,31.0225,34.6775,52.9288,45.2122,49.0705,107.114,118.7592,95.4688,65.9713,72.205,78.4387,89.4858,104.1292,96.8075,39.994,44.0104,35.9776,67.2259,79.9131,73.5695,68.0781,54.0169,61.0475,81.2145,89.86,98.5055,78.4992,107.4928,92.996,122.949,110.687,116.818,55.1119,65.2911,60.2015,133.7291,157.1549,145.442,87.9893,78.0747,83.032,196.8808,165.9892,181.435,91.1675,82.5265,86.847,136.3715,149.1534,142.7625,99.8777,115.4323,107.655,54.9213,41.8377,48.3795,40.3883,44.098,47.8077,117.3251,89.3939,103.3595,146.4451,163.8199,155.1325
2000-02-01,60.0472,44.6715,52.3594,43.0358,53.52,64.0042,25.3102,20.1868,22.7485,50.8149,55.91,61.0051,117.7144,102.7256,110.22,42.079,45.6557,38.5023,34.5295,38.3719,30.6871,69.8539,55.4551,62.6545,61.3681,55.4649,58.4165,67.7933,51.9657,59.8795,50.606,57.1755,63.745,35.0755,29.5705,32.323,123.3252,92.9848,108.155,38.4846,31.3824,34.9335,52.9763,45.0217,48.999,106.433,117.3598,95.5062,66.4938,72.664,78.8342,89.4559,104.1341,96.795,39.844,44.1193,35.5687,66.3877,81.8393,74.1135,67.9601,54.3229,61.1415,80.6471,89.491,98.3349,79.0525,108.3795,93.716,123.3292,109.7068,116.518,55.4082,64.6758,60.042,132.5393,156.9447,144.742,87.735,78.817,83.276,196.2303,166.1097,181.17,91.2147,82.4353,86.825,136.2227,148.8523,142.5375,99.1907,117.0893,108.14,55.0265,41.1885,48.1075,41.0195,44.276,47.5325,116.2242,89.3258,102.775,145.1533,166.2867,155.72
2000-02-02,59.9388,44.1362,52.0375,42.4548,53.142,63.8292,25.2845,19.9125,22.5985,52.0195,56.31,60.6005,117.7786,102.8614,110.32,41.9915,45.4346,38.5484,34.8105,38.585,31.036,69.7463,54.9697,62.358,61.4518,55.5122,58.482,67.9222,51.2178,59.57,50.9898,57.3165,63.6432,35.4496,28.7284,32.089,123.5157,92.1473,107.8315,38.1914,32.2066,35.199,52.8134,45.3786,49.096,105.8425,116.6438,95.0412,67.8344,73.2455,78.6566,89.8234,103.9536,96.8885,39.6785,44.3399,35.0171,66.3254,83.0516,74.6885,67.9654,54.3116,61.1385,80.2802,89.313,98.3458,80.5395,108.6045,94.572,123.2397,109.9403,116.59,55.5669,64.7421,60.1545,131.1825,157.3075,144.245,86.9558,80.2962,83.626,196.6641,166.6059,181.635,91.3289,82.2211,86.775,136.3789,148.8273,142.6031,99.9163,117.5537,108.735,55.0919,40.6671,47.8795,41.8572,44.501,47.1448,116.1505,89.0305,102.5905,145.3893,167.3407,156.365
2000-02-03,59.6146,43.4854,51.55,41.8432,52.767,63.6908,25.159,19.75,22.4545,52.7908,56.538,60.2852,118.1005,102.9795,110.54,41.854,45.0567,38.6513,35.067,38.9424,31.1916,69.7203,54.5527,62.1365,61.3005,55.5135,58.407,68.087,50.409,59.248,51.3651,57.4385,63.5119,35.8677,27.6853,31.7765,123.7303,91.2937,107.512,37.8015,33.0345,35.418,52.8154,45.3516,49.0835,105.333,115.5272,95.1388,68.6002,73.6455,78.6908,89.3175,104.1035,96.7105,39.447,44.5354,34.3586,66.4288,84.2232,75.326,68.1319,53.9641,61.048,79.579,88.969,98.359,81.6994,109.4016,95.5505,123.2937,109.9983,116.646,55.5593,64.6247,60.092,130.7773,157.2627,144.02,86.8075,80.6195,83.7135,198.0738,166.8362,182.455,91.6656,81.4844,86.575,136.6509,148.8741,142.7625,100.2704,118.6996,109.485,55.0487,39.9603,47.5045,41.9327,44.526,47.1193,116.105,89.007,102.556,146.0377,167.9523,156.995
2000-02-04,59.0075,42.9425,50.975,41.2771,52.336,63.3949,25.1343,19.5317,22.333,52.8709,56.563,60.2551,118.2602,104.5198,111.39,41.7665,44.8506,38.6824,35.392,39.1483,31.6357,69.7221,53.8129,61.7675,61.2414,55.5036,58.3725,68.1413,49.3367,58.739,51.5623,57.532,63.5017,36.0645,26.8695,31.467,123.9965,89.7125,106.8545,37.5012,33.6788,35.59,52.8671,45.1809,49.024,105.161,115.1484,95.1736,69.5226,73.9795,78.4364,88.2724,103.9746,96.1235,39.259,44.684,33.834,66.7129,84.9701,75.8415,68.1871,53.8339,61.0105,78.7594,88.4475,98.1356,84.7813,108.9247,96.853,123.2826,110.1714,116.727,55.5936,64.7024,60.148,130.5531,157.0759,143.8145,86.7471,80.2489,83.498,196.8612,171.4588,184.16,92.1299,80.0011,86.0655,137.3392,148.6702,143.0047,101.0824,119.9976,110.54,54.6568,39.4202,47.0385,42.0547,44.573,47.0913,116.4873,89.9247,103.206,146.8848,168.2152,157.55
2000-02-07,57.9571,42.5866,50.2719,40.5806,51.636,62.6914,25.0067,19.3463,22.1765,52.9393,56.582,60.2247,122.0263,103.2137,112.62,41.654,44.5431,38.7649,35.7355,39.1068,32.3642,68.8648,53.3952,61.13,61.3457,55.4933,58.4195,67.7227,48.4743,58.0985,51.6514,57.376,63.1006,35.9529,26.2191,31.086,123.2092,88.1748,105.692,37.6515,33.7785,35.715,53.0503,44.7347,48.8925,104.92,114.5146,95.3254,69.5228,73.995,78.4672,87.312,103.418,95.365,39.012,44.7426,33.2814,66.9013,85.7257,76.3135,68.2165,53.4175,60.817,78.29,87.6945,97.099,87.2254,109.0706,98.148,123.2579,110.2581,116.758,55.6153,64.2307,59.923,129.9159,156.2321,143.074,86.676,79.901,83.2885,198.7193,171.3007,185.01,91.9624,79.0436,85.503,137.3082,148.3637,142.8359,100.3516,122.6584,111.505,53.8799,38.9911,46.4355,41.6566,44.448,47.2394,117.9014,89.9666,103.934,147.4601,168.6399,158.05
2000-02-08,56.6153,42.5784,49.5969,40.1338,50.933,61.7322,24.8798,19.0232,21.9515,53.2634,56.6915,60.1196,123.9108,102.6392,113.275,41.5195,44.0474,38.9916,35.8195,39.2834,32.3556,67.9721,53.5129,60.7425,61.3816,55.5074,58.4445,67.0249,47.8091,57.417,51.5673,57.1635,62.7597,35.8599,25.5801,30.72,122.0546,87.3144,104.6845,37.9303,33.8367,35.8835,54.9562,41.6598,48.308,104.8045,114.0942,95.5148,69.6533,74.1295,78.6057,86.5798,102.6892,94.6345,38.8245,44.6503,32.9987,67.1215,86.8615,76.9915,68.2561,53.2159,60.736,77.8614,87.0945,96.3276,89.0077,109.5933,99.3005,123.3388,110.2582,116.7985,55.7385,63.8885,59.8135,129.5198,155.2092,142.3645,86.9188,79.1772,83.048,202.3394,169.7106,186.025,92.0974,77.9516,85.0245,137.389,148.0892,142.7391,99.5721,125.0379,112.305,53.3211,38.4939,45.9075,41.154,44.3135,47.473,119.227,90.353,104.79,147.7948,169.1452,158.47
2000-02-09,55.9123,42.0128,48.9625,39.5925,50.1765,60.7605,24.6422,18.8108,21.7265,53.511,56.7445,59.978,125.4101,102.6999,114.055,41.4445,43.7361,39.1529,35.8915,39.4469,32.3361,67.1913,53.4497,60.3205,61.3799,55.4951,58.4375,66.4582,47.1258,56.792,51.2817,56.8415,62.4013,35.8162,24.8428,30.3295,120.3612,86.6278,103.4945,37.8994,34.0426,35.971,56.4929,38.3851,47.439,104.536,113.5897,95.4823,69.4559,74.058,78.6601,85.8575,102.1245,93.991,38.5685,44.4392,32.6978,68.0362,87.2538,77.645,68.2394,52.8516,60.5455,77.2463,86.3915,95.5367,90.5138,109.5782,100.046,123.1858,110.2482,116.717,55.6552,63.6908,59.673,128.8812,154.1038,141.4925,87.4109,77.8351,82.623,203.6175,170.5525,187.085,92.6581,76.1849,84.4215,137.256,147.9002,142.5781,99.1081,127.7319,113.42,52.9494,37.7036,45.3265,40.2245,44.1135,48.0025,119.4857,92.0813,105.7835,147.8494,169.1506,158.5
2000-02-10,55.1519,41.6606,48.4063,39.2757,49.367,59.4583,24.2862,18.7298,21.508,53.2591,56.679,60.0989,127.188,102.282,114.735,41.4605,43.7665,39.1545,36.054,39.487,32.621,66.5712,53.2638,59.9175,61.2901,55.6909,58.4905,65.4599,46.6811,56.0705,51.3295,56.745,62.1605,35.7497,24.0283,29.889,118.6644,85.7686,102.2165,37.905,34.024,35.9645,57.4396,35.8754,46.6575,104.5455,113.605,95.486,68.6898,73.786,78.8822,85.0375,101.4645,93.251,38.206,43.8916,32.5204,69.0289,87.5491,78.289,68.1635,52.4465,60.305,76.3856,85.6165,94.8474,91.6914,110.0356,100.8635,123.1362,110.2598,116.698,55.6309,63.5651,59.598,128.7671,152.5619,140.6645,87.8351,76.6489,82.242,205.3955,172.0145,188.705,92.7197,75.1293,83.9245,137.1682,147.8381,142.5031,98.3791,131.6709,115.025,52.3213,36.9747,44.648,39.6351,43.948,48.2609,118.2162,95.9818,107.099,147.7667,169.1633,158.465
2000-02-11,54.2923,41.3015,47.7969,39.1715,48.4855,57.7995,23.8496,18.6224,21.236,53.008,56.5975,60.187,127.9115,102.4185,115.165,41.442,43.7744,39.1096,36.2075,39.6786,32.7364,65.8664,53.0616,59.464,61.2252,55.7998,58.5125,64.1875,46.2665,55.227,51.5387,56.4605,61.3823,35.4174,23.3986,29.408,116.8915,85.4165,101.154,37.7873,33.9417,35.8645,57.8367,33.8783,45.8575,104.152,113.2934,95.0106,67.0297,73.311,79.5923,83.7476,100.9684,92.358,37.8375,43.3645,32.3105,69.9956,87.7134,78.8545,68.1788,51.9312,60.055,75.6551,84.8195,93.9839,93.3728,109.8382,101.6055,122.9757,110.1323,116.554,55.6925,63.2965,59.4945,129.0407,150.2883,139.6645,88.1359,75.1921,81.664,206.6726,172.4674,189.57,92.868,73.625,83.2465,136.7351,147.6398,142.1875,98.7725,133.7475,116.26,51.5742,36.1028,43.8385,39.2017,43.823,48.4443,117.7626,97.6354,107.699,147.4724,169.2076,158.34
2000-02-14,52.8764,41.3736,47.125,39.5815,47.623,55.6645,23.376,18.565,20.9705,52.6988,56.3975,60.0962,128.8136,102.5664,115.69,41.386,43.7159,39.0561,36.3795,39.6436,33.1154,65.1555,53.2105,59.183,61.3659,55.5591,58.4625,62.8327,46.2713,54.552,51.8979,56.2235,60.5491,34.9426,22.8984,28.9205,114.3321,85.4639,99.898,37.6483,33.8807,35.7645,57.9709,31.8441,44.9075,103.5205,112.0623,94.9787,65.8943,72.9075,79.9207,82.6068,100.4662,91.5365,37.401,42.7266,32.0754,70.5536,87.6734,79.1135,68.2135,51.2035,59.7085,75.2983,84.0165,92.7347,92.9662,110.9248,101.9455,122.6434,110.1086,116.376,55.7571,63.0689,59.413,129.3472,148.3198,138.8335,88.0764,74.5206,81.2985,207.7855,172.6245,190.205,92.8741,72.2999,82.587,136.7108,146.9173,141.8141,99.346,135.464,117.405,50.27,36.076,43.173,38.3172,43.5355,48.7538,118.5439,98.3911,108.4675,147.0513,169.0787,158.065
2000-02-15,52.1478,41.2397,46.6938,40.8637,46.9885,53.1133,23.1201,18.4339,20.777,52.5935,56.2165,59.8395,129.9137,102.5863,116.25,41.364,43.7114,39.0166,36.4985,39.6515,33.3455,64.0248,53.5852,58.805,61.6667,54.8083,58.2375,61.4499,46.6231,54.0365,51.8652,56.2425,60.6198,34.5707,22.4263,28.4985,111.0674,86.6136,98.8405,37.5723,33.8627,35.7175,58.1067,29.6893,43.898,102.683,109.559,95.807,64.9915,72.6485,80.3055,82.5342,99.7388,91.1365,37.0135,42.2161,31.8109,71.8801,87.3529,79.6165,67.5555,50.9305,59.243,75.2037,83.4355,91.6673,92.4474,112.4336,102.4405,122.7129,110.1761,116.4445,55.7497,63.0013,59.3755,129.7975,146.8195,138.3085,87.6636,74.3894,81.0265,209.0005,172.7195,190.86,92.0247,71.9683,81.9965,136.8098,146.3449,141.5773,99.7612,136.6488,118.205,49.1748,36.1772,42.676,37.6024,43.2105,48.8186,120.0534,98.3876,109.2205,147.829,169.051,158.44
2000-02-16,51.1875,41.2687,46.2281,41.3259,46.52,51.7141,22.6969,18.4191,20.558,52.5058,55.9105,59.3152,132.0979,101.9021,117.0,41.289,43.8228,38.7552,36.608,39.661,33.555,63.5098,52.9692,58.2395,61.8021,54.4159,58.109,60.3981,46.8189,53.6085,51.6275,56.333,61.0385,34.0547,22.1113,28.083,107.5036,88.0424,97.773,37.4992,33.6108,35.555,57.6332,27.8318,42.7325,102.214,109.1277,95.3003,64.0886,72.3485,80.6084,82.692,98.531,90.6115,36.5635,41.3737,31.7533,72.5675,87.2025,79.885,66.8423,50.4747,58.6585,75.3904,82.8445,90.2986,92.6568,112.9342,102.7955,122.3711,110.1429,116.257,55.597,62.691,59.144,130.5524,144.7586,137.6555,87.0606,74.4364,80.7485,209.8311,172.6889,191.26,91.2869,71.6931,81.49,136.9896,145.365,141.1773,100.3177,137.5823,118.95,48.0725,36.2675,42.17,36.8973,42.6915,48.4857,120.5605,98.6365,109.5985,148.7624,168.6076,158.685
2000-02-17,50.5861,41.0514,45.8188,41.8997,46.198,50.4963,22.378,18.431,20.4045,52.1283,55.605,59.0817,133.4244,101.7656,117.595,41.239,43.8324,38.6456,36.7515,39.4841,34.0189,63.789,51.19,57.4895,62.0601,53.7519,57.906,59.6251,47.0739,53.3495,51.2965,56.427,61.5575,33.4511,21.9149,27.683,103.9162,89.7888,96.8525,37.4521,33.4189,35.4355,57.0665,26.1425,41.6045,101.895,108.6678,95.1222,62.7112,71.864,81.0168,82.6863,97.9867,90.3365,36.123,40.2161,32.0299,73.2435,86.9585,80.101,65.9023,50.0577,57.98,75.8774,82.207,88.5366,93.4721,113.5559,103.514,122.1341,110.1549,116.1445,54.8358,62.8212,58.8285,130.324,143.493,136.9085,86.7366,74.1794,80.458,211.3764,172.5636,191.97,90.521,71.484,81.0025,136.8236,144.8842,140.8539,100.8291,138.8809,119.855,47.3719,36.1241,41.748,36.3042,42.2415,48.1788,120.7423,98.5917,109.667,147.9751,169.0449,158.51
2000-02-18,50.2017,40.4795,45.3406,42.1776,45.848,49.5184,22.1433,18.4287,20.286,51.4604,55.355,59.2496,134.8222,101.9578,118.39,41.0015,43.7704,38.2326,36.889,39.0109,34.7671,63.938,49.572,56.755,62.2847,52.7093,57.497,58.2558,47.6182,52.937,51.305,56.402,61.499,33.036,21.543,27.2895,103.0557,89.7423,96.399,37.4895,33.2755,35.3825,56.4209,24.5191,40.47,101.4605,108.7934,94.1276,61.2387,71.342,81.4453,82.5322,97.4028,89.9675,35.695,39.4059,31.9841,73.6751,86.7079,80.1915,64.5009,49.9091,57.205,75.9916,81.585,87.1784,94.1514,113.6226,103.887,121.3501,110.0389,115.6945,53.9955,63.0365,58.516,128.4012,143.5148,135.958,86.3025,73.6135,79.958,211.7148,172.6652,192.19,89.4549,71.3131,80.384,136.0406,144.7547,140.3976,101.3064,139.4536,120.38,46.5208,36.0062,41.2635,35.4542,41.757,48.0598,120.7375,98.5905,109.664,144.364,171.316,157.84
2000-02-22,49.8992,40.082,44.9906,42.1983,45.823,49.4477,21.9388,18.5212,20.23,50.8119,55.1455,59.4791,135.8859,102.3941,119.14,40.7265,44.0757,37.3773,36.8925,38.9908,34.7942,64.1819,48.2031,56.1925,62.2431,51.9629,57.103,56.8491,48.3749,52.612,51.4144,56.583,61.7516,32.3525,21.4015,26.877,103.0737,89.4123,96.243,37.561,33.116,35.3385,55.7236,22.9474,39.3355,101.0885,109.1455,93.0315,60.6911,71.1045,81.5179,82.5103,97.1627,89.8365,35.3355,38.8922,31.7788,74.6014,86.2066,80.404,63.307,49.79,56.5485,75.6849,81.332,86.9791,94.7637,113.8093,104.2865,120.5127,109.8263,115.1695,53.301,63.294,58.2975,127.5676,143.4984,135.533,85.8321,73.2029,79.5175,212.1103,173.6897,192.9,88.1403,71.3157,79.728,135.1702,145.0876,140.1289,102.7178,139.5222,121.12,45.975,35.852,40.9135,35.1781,41.4855,47.7929,121.1396,98.9444,110.042,141.5952,172.7948,157.195
2000-02-23,49.7638,39.4675,44.6156,42.1606,45.7045,49.2484,21.6683,18.6287,20.1485,50.2118,54.8985,59.5852,137.2474,102.8526,120.05,40.514,44.4995,36.5285,36.724,39.1202,34.3278,64.0801,46.8919,55.486,62.5848,50.7962,56.6905,56.1662,48.6448,52.4055,51.5506,56.686,61.8214,31.7203,21.2707,26.4955,103.1225,88.6765,95.8995,37.5854,33.0036,35.2945,54.77,21.819,38.2945,100.6605,109.2011,92.1199,59.7376,70.717,81.6964,82.5066,97.2594,89.883,34.9765,38.074,31.879,75.1801,85.9029,80.5415,61.4505,50.1835,55.817,75.0967,80.876,86.6553,95.0017,114.3213,104.6615,120.3602,108.9418,114.651,53.0895,63.3735,58.2315,127.002,143.264,135.133,85.3417,72.7503,79.046,214.1029,173.9471,194.025,86.7865,71.1385,78.9625,134.7426,144.9777,139.8601,103.0425,141.8475,122.445,45.695,35.55,40.6225,34.7878,41.0575,47.3272,121.6319,98.8521,110.242,138.5203,173.8397,156.18
2000-02-24,49.7532,38.4343,44.0938,42.1779,45.6105,49.0431,21.5598,18.6372,20.0985,49.4078,54.4545,59.5012,137.9377,104.2323,121.085,40.289,44.834,35.744,36.552,39.4015,33.7025,63.4502,46.1158,54.783,63.1796,49.2264,56.203,55.2637,48.9353,52.0995,51.1704,56.564,61.9576,30.7312,21.2968,26.014,102.8602,87.7288,95.2945,37.6893,32.7177,35.2035,53.4985,20.8465,37.1725,100.4295,109.3392,91.5198,58.6137,70.1765,81.7393,82.8265,96.4085,89.6175,34.758,38.2034,31.3126,74.7691,86.0699,80.4195,60.3222,49.9868,55.1545,73.9676,80.3885,86.8094,95.7841,115.3189,105.5515,120.2351,108.4419,114.3385,52.4068,63.6242,58.0155,126.8338,142.3882,134.611,85.0156,72.0074,78.5115,216.1222,175.3778,195.75,85.5246,70.7694,78.147,133.7802,145.2401,139.5101,104.8437,143.0563,123.95,45.1951,35.1809,40.188,34.4802,40.576,46.6718,122.0854,98.8996,110.4925,133.7748,175.6052,154.69
2000-02-25,49.9039,37.1024,43.5031,42.1792,45.626,49.0728,21.4435,18.6165,20.03,48.5698,53.9045,59.2392,137.7713,106.0087,121.89,40.111,45.101,35.121,36.2455,39.966,32.525,63.5567,44.5463,54.0515,63.5191,47.8179,55.6685,54.7876,48.8984,51.843,50.6269,56.417,62.2071,30.0451,21.2149,25.63,102.0139,86.6781,94.346,37.8597,32.3353,35.0975,52.4005,19.8755,36.138,100.0575,109.7991,90.3159,57.2903,69.4795,81.6687,82.8308,95.3542,89.0925,34.4265,37.977,30.876,74.1936,86.1634,80.1785,60.102,49.126,54.614,72.5759,79.9635,87.3511,96.6098,116.0102,106.31,120.5721,107.5549,114.0635,51.7362,63.7698,57.753,125.9385,141.7205,133.8295,85.1686,70.8604,78.0145,216.9826,177.2174,197.1,84.9089,70.0601,77.4845,132.8484,145.4797,139.1641,107.55,142.97,125.26,44.6614,34.8586,39.76,34.3704,40.2135,46.0566,122.1019,98.9201,110.511,128.5336,177.0364,152.785
2000-02-28,49.7839,36.0224,42.9031,42.1762,45.7665,49.3568,21.3701,18.6209,19.9955,47.9114,53.548,59.1846,137.8527,107.9373,122.895,39.9985,45.1596,34.8374,36.0455,40.0548,32.0362,63.688,43.521,53.6045,63.4641,47.0979,55.281,54.7408,48.8262,51.7835,50.393,56.358,62.323,29.3466,21.2194,25.283,101.3266,86.1734,93.75,37.9854,31.9096,34.9475,51.0443,19.3317,35.188,99.723,110.1268,89.3192,56.5156,68.7385,80.9614,82.6146,94.9894,88.802,34.1455,37.8039,30.4871,74.3782,86.1038,80.241,60.0703,48.3947,54.2325,71.6632,79.376,87.0888,98.9948,115.4652,107.23,121.3853,106.0357,113.7105,51.8568,63.7672,57.812,125.4832,141.7198,133.6015,85.1494,70.3416,77.7455,215.6367,182.1633,198.9,84.2287,69.9403,77.0845,132.886,145.4671,139.1766,111.7299,141.4601,126.595,44.2746,34.4514,39.363,34.1996,39.832,45.4644,121.9868,100.1982,111.0925,125.8694,177.1306,151.5
2000-02-29,49.3722,35.3528,42.3625,42.1661,45.773,49.3799,21.2786,18.6434,19.961,47.8303,53.2855,58.7407,138.3896,110.0204,124.205,39.742,44.814,34.67,35.93,40.0342,31.8258,63.5889,43.0201,53.3045,62.6588,46.6032,54.631,54.6128,48.7542,51.6835,50.0368,56.264,62.4912,28.4664,21.3186,24.8925,100.2823,85.8957,93.089,37.9605,31.5285,34.7445,49.7087,18.9613,34.335,99.298,110.6235,87.9725,56.1707,67.885,79.5993,82.7506,94.3094,88.53,33.864,37.3457,30.3823,74.3226,86.0524,80.1875,59.9177,47.6663,53.792,70.9622,78.673,86.3838,100.2678,115.5982,107.933,122.2687,104.2023,113.2355,51.9228,63.7882,57.8555,125.3874,141.6536,133.5205,84.4493,70.2847,77.367,215.937,185.273,200.605,83.1811,70.0939,76.6375,132.7378,145.4028,139.0703,114.9373,140.5227,127.73,44.0327,33.9553,38.994,34.1186,39.454,44.7894,122.0864,101.1856,111.636,124.0462,175.8938,149.97
2000-03-01,48.816,34.6715,41.7438,42.1275,45.8045,49.4815,21.1831,18.6829,19.933,47.9606,52.9545,57.9484,137.5691,113.6209,125.595,39.723,44.758,34.688,35.8645,40.0038,31.7252,62.9558,42.6842,52.82,62.1067,46.6933,54.4,54.3404,48.7386,51.5395,50.0558,56.273,62.4902,27.6376,21.4724,24.555,99.3778,85.6752,92.5265,37.7602,31.2168,34.4885,47.901,18.913,33.407,98.6915,110.4623,86.9207,55.6033,67.0445,78.4857,82.8725,93.3875,88.13,33.595,37.011,30.179,74.4004,85.7996,80.1,59.3356,47.5354,53.4355,70.6035,78.1015,85.5995,100.8599,116.4561,108.658,123.3442,102.1518,112.748,51.8496,63.2244,57.537,125.1888,141.3902,133.2895,83.584,70.437,77.0105,216.8147,187.5053,202.16,82.0703,70.4107,76.2405,132.6667,145.2239,138.9453,116.3771,140.4729,128.425,43.5344,33.6226,38.5785,33.9635,39.082,44.2005,125.1386,101.1394,113.139,123.1898,173.4002,148.295
2000-03-02,48.1962,34.035,41.1156,42.1721,45.692,49.2119,21.1208,18.6952,19.908,48.1284,52.642,57.1556,137.112,116.418,126.765,39.8605,45.3234,34.3976,35.727,39.8557,31.5983,62.2759,42.5821,52.429,61.5829,46.8111,54.197,54.017,48.768,51.3925,49.6732,56.104,62.5348,27.0776,21.5074,24.2925,98.5674,85.3536,91.9605,37.6539,30.9231,34.2885,45.5684,19.4456,32.507,98.3195,110.2679,86.3711,55.1813,66.163,77.1447,82.8822,92.7338,87.808,33.364,36.8574,29.8706,74.4005,85.6175,80.009,59.0577,47.1383,53.098,70.5553,77.5235,84.4917,102.1136,116.7764,109.445,123.6145,100.8435,112.229,51.677,62.835,57.256,125.2092,141.4888,133.349,82.458,70.882,76.67,216.365,190.405,203.385,80.9334,70.8536,75.8935,132.6143,145.0231,138.8187,119.2106,139.5294,129.37,42.8666,33.3904,38.1285,34.0364,38.6475,43.2586,124.9405,103.6565,114.2985,121.996,171.534,146.765
2000-03-03,47.5822,33.6554,40.6188,42.171,45.592,49.013,20.996,18.751,19.8735,48.2882,52.4985,56.7088,137.6938,118.3462,128.02,40.0385,45.9797,34.0973,35.658,39.6854,31.6306,61.6049,42.6781,52.1415,61.1889,46.8921,54.0405,53.8719,48.8001,51.336,49.5921,56.057,62.5219,26.7533,21.4247,24.089,97.6895,85.2945,91.492,37.5187,30.7583,34.1385,42.6213,20.5427,31.582,97.9445,109.6727,86.2163,54.6547,65.2255,75.7963,83.0322,92.3648,87.6985,33.2295,36.6673,29.7917,74.4617,85.3493,79.9055,58.8496,46.8344,52.842,70.3896,77.033,83.6764,102.1135,118.2865,110.2,123.0686,100.4774,111.773,51.4624,62.4496,56.956,125.1966,141.5144,133.3555,81.505,71.166,76.3355,219.2793,190.4007,204.84,79.9233,71.1757,75.5495,132.7408,144.6904,138.7156,121.1037,139.5963,130.35,42.2152,33.4488,37.832,34.0806,38.2725,42.4644,126.5127,104.5533,115.533,121.0467,169.5433,145.295
2000-03-06,47.0693,33.0994,40.0844,42.0772,45.4385,48.7998,20.9037,18.7683,19.836,48.2881,52.3705,56.4529,141.0071,117.8829,129.445,40.1075,46.169,34.046,35.5515,39.4213,31.6817,61.1398,42.5622,51.851,60.9441,46.9809,53.9625,53.8686,48.6654,51.267,49.2075,55.8445,62.4815,26.3313,21.4157,23.8735,97.3743,84.8787,91.1265,37.3911,30.4799,33.9355,39.3216,22.0234,30.6725,97.1475,108.5884,85.7066,54.0907,64.2975,74.5043,82.9808,92.2352,87.608,33.0515,36.4477,29.6553,74.3842,85.5958,79.99,58.4957,46.4633,52.4795,69.6602,76.4515,83.2428,102.5632,119.0968,110.83,122.9024,99.3876,111.145,51.295,61.893,56.594,125.6481,140.6509,133.1495,80.8649,71.0121,75.9385,222.1368,190.5032,206.32,79.5155,71.1275,75.3215,132.8442,144.3026,138.5734,122.571,139.629,131.1,41.443,33.659,37.551,34.3362,37.829,41.3218,127.6739,105.1611,116.4175,119.6698,167.7102,143.69
