date,MACD_Signal,MACD_Hist,MACD,MACD_Hist,MACD,MACD_Signal,MACD_Signal,MACD_Hist,MACD,MACD_Signal,MACD_Hist,MACD,MACD_Hist,MACD,MACD_Signal,MACD_Signal,MACD_Hist,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Signal,MACD_Hist,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Hist,MACD,MACD_Signal,MACD_Signal,MACD_Hist,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Hist,MACD,MACD_Signal,MACD_Hist,MACD,MACD_Signal,MACD_Signal,MACD,MACD_Hist,MACD_Signal,MACD_Hist,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Signal,MACD_Hist,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Signal,MACD_Hist,MACD,MACD_Signal,MACD_Hist,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Signal,MACD_Hist,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Hist,MACD_Signal,MACD
2001-04-23,0.045,0.3613,0.4063,0.9437,1.1589,0.2152,-0.055,0.1748,0.1198,-0.1131,0.7229,0.6098,0.3043,0.1541,-0.1502,-0.8093,-0.2109,-1.0203,0.3506,0.2011,0.5517,0.2689,0.2394,0.5083,0.4142,0.7233,1.1375,0.5064,0.0887,0.5951,0.2213,0.2614,0.4826,-0.5029,0.2351,-0.2677,0.1301,-2.2945,-2.1644,0.1527,0.0665,-0.0862,-0.9969,0.3218,-0.675,1.3484,1.6412,2.9896,-0.0901,0.4973,0.4072,1.535,0.4152,1.9503,0.1933,-0.0485,-0.2417,0.7943,0.7512,-0.0431,-1.2488,-0.6012,0.6476,-0.1939,0.544,0.3501,0.9104,-0.3675,0.5428,0.7767,2.3975,3.1741,0.4875,0.1953,0.6828,0.7881,0.5097,1.2977,0.4694,0.7207,1.1901,-1.1707,1.474,0.3032,0.386,1.2268,1.6128,1.4489,-0.5516,0.8973,-1.5439,0.735,-0.8089,0.3308,0.7173,1.0481,0.5528,0.361,0.9138,0.3404,0.5827,0.9232,0.6172,-0.5323,0.0849
2001-04-24,0.1149,0.2797,0.3946,0.7555,1.1596,0.404,-0.0048,0.2008,0.196,0.0408,0.6156,0.6565,0.1535,0.0417,-0.1118,-0.8664,-0.2284,-1.0948,0.161,0.2414,0.4024,0.1297,0.2718,0.4015,0.3271,0.8051,1.1322,0.4248,0.1949,0.6197,0.2396,0.3213,0.5609,-0.4599,0.1716,-0.2883,0.0764,-2.2754,-2.1991,0.1083,0.0492,-0.0591,-0.9342,0.2507,-0.6835,1.1857,1.9377,3.1233,-0.3002,0.4222,0.122,1.4591,0.78,2.2392,0.1507,-0.0534,-0.2041,0.6882,0.8171,0.1289,-1.0904,-0.4569,0.6335,-0.0773,0.4667,0.3894,0.7211,-0.1873,0.5338,1.3423,2.2626,3.605,0.4084,0.2974,0.7058,0.5898,0.6571,1.2469,0.6513,0.7276,1.3789,-0.8635,1.229,0.3655,0.3463,1.3134,1.6597,1.1996,-0.2517,0.9479,-1.4023,0.5665,-0.8357,0.3072,0.7941,1.1013,0.4697,0.4784,0.9481,0.2939,0.6562,0.9501,0.5333,-0.399,0.1342
2001-04-25,0.1739,0.2358,0.4097,0.7296,1.316,0.5864,0.0907,0.3822,0.4729,0.1793,0.5541,0.7334,0.0379,-0.0644,-0.1023,-0.9039,-0.1499,-1.0538,0.1738,0.2848,0.4586,0.0695,0.2891,0.3586,0.3993,0.9049,1.3042,0.3464,0.2815,0.6279,0.3786,0.4159,0.7945,-0.422,0.1519,-0.27,0.1181,-2.2459,-2.1278,0.1002,0.0661,-0.0341,-0.8722,0.2481,-0.6241,1.1404,2.2228,3.3632,-0.3307,0.3395,0.0089,1.3854,1.1264,2.5118,0.1282,-0.0438,-0.172,0.5895,0.8659,0.2763,-0.9272,-0.2741,0.6531,0.0451,0.4895,0.5346,0.5593,-0.0475,0.5118,1.8889,2.1864,4.0753,0.3986,0.397,0.7956,0.5448,0.7933,1.3381,0.8488,0.7899,1.6387,-0.596,1.07,0.474,0.3564,1.4025,1.7588,1.0849,0.0195,1.1044,-1.2997,0.4102,-0.8895,0.3776,0.8885,1.2661,0.3593,0.5682,0.9275,0.2874,0.728,1.0154,0.4787,-0.2794,0.1993
2001-04-26,0.233,0.2365,0.4695,0.7769,1.5576,0.7807,0.2126,0.4877,0.7004,0.3039,0.4982,0.8021,-0.1154,-0.2466,-0.1312,-0.923,-0.0763,-0.9992,0.2154,0.3387,0.5541,0.0619,0.3046,0.3665,0.4351,1.0137,1.4488,0.3117,0.3594,0.671,0.5614,0.5562,1.1176,-0.3677,0.2171,-0.1505,0.2058,-2.1945,-1.9887,0.1917,0.2055,0.0138,-0.7983,0.2956,-0.5027,0.9963,2.4718,3.4681,-0.3361,0.2555,-0.0806,1.3073,1.4532,2.7606,0.1102,-0.0342,-0.1445,0.5581,0.974,0.4159,-0.788,-0.2314,0.5566,0.1893,0.5767,0.766,0.4041,0.0536,0.4577,2.3729,1.936,4.3089,0.4496,0.5094,0.959,0.5758,0.9373,1.5131,1.0399,0.7645,1.8045,-0.3844,0.8463,0.4618,0.4933,1.5258,2.0191,0.9878,0.2665,1.2543,-1.2324,0.2694,-0.963,0.3523,0.9766,1.3289,0.3069,0.645,0.9519,0.2597,0.793,1.0527,0.4729,-0.1611,0.3118
2001-04-27,0.294,0.2441,0.5381,0.8073,1.7898,0.9825,0.3471,0.5379,0.885,0.4348,0.5236,0.9584,-0.1761,-0.3513,-0.1752,-0.9118,0.0448,-0.8669,0.1895,0.3861,0.5756,0.1525,0.3427,0.4953,0.4389,1.1234,1.5624,0.366,0.4509,0.8169,0.6638,0.7222,1.386,-0.2849,0.331,0.0461,0.3676,-2.1026,-1.735,0.2784,0.3618,0.0834,-0.6904,0.4314,-0.259,0.7029,2.6476,3.3505,-0.2732,0.1872,-0.086,1.2532,1.7665,3.0197,0.1002,-0.0192,-0.1194,0.5902,1.1537,0.5634,-0.6679,-0.1874,0.4805,0.3364,0.5885,0.9249,0.3835,0.1494,0.5329,2.8261,1.8129,4.639,0.5044,0.6355,1.1399,0.598,1.0868,1.6848,1.218,0.7125,1.9305,-0.199,0.7417,0.5428,0.5157,1.6547,2.1705,1.0068,0.5182,1.525,-1.1816,0.2031,-0.9784,0.3704,1.0692,1.4395,0.2923,0.7181,1.0104,0.3178,0.8724,1.1903,0.5635,-0.0202,0.5432
2001-04-30,0.3594,0.2614,0.6208,0.7067,1.8659,1.1592,0.4661,0.476,0.9421,0.5338,0.3958,0.9296,-0.2008,-0.4262,-0.2254,-0.8905,0.0852,-0.8053,0.1164,0.4152,0.5316,0.1287,0.3749,0.5036,0.3679,1.2154,1.5833,0.3499,0.5384,0.8883,0.7032,0.898,1.6011,-0.1915,0.3736,0.1821,0.4829,-1.9818,-1.4989,0.3289,0.4945,0.1656,-0.5623,0.5124,-0.05,0.4982,2.7721,3.2704,-0.2008,0.137,-0.0638,1.1375,2.0509,3.1884,0.1147,0.024,-0.0907,0.4569,1.1345,0.6776,-0.5774,-0.2154,0.362,0.4945,0.6322,1.1267,0.3956,0.2483,0.644,3.2129,1.5473,4.7602,0.4427,0.7462,1.1888,0.4801,1.2068,1.6869,1.3685,0.602,1.9706,-0.0232,0.703,0.6798,0.4283,1.7618,2.1901,0.9037,0.7441,1.6479,-1.1191,0.2498,-0.8693,0.3455,1.1555,1.501,0.2734,0.7864,1.0598,0.2844,0.9435,1.2279,0.5079,0.1067,0.6146
2001-05-01,0.4283,0.2758,0.7041,0.6006,1.9099,1.3093,0.5999,0.5351,1.1349,0.6262,0.3699,0.9962,-0.2024,-0.4784,-0.276,-0.8383,0.2086,-0.6297,0.0798,0.4351,0.515,0.2159,0.4289,0.6448,0.3964,1.3145,1.7108,0.3402,0.6234,0.9637,0.7262,1.0795,1.8057,-0.0898,0.4067,0.3169,0.8116,-1.7789,-0.9674,0.3622,0.6184,0.2562,-0.4466,0.4629,0.0162,0.473,2.8904,3.3634,-0.1697,0.0946,-0.0751,0.8909,2.2736,3.1645,0.1364,0.0798,-0.0566,0.3904,1.1656,0.7752,-0.4859,-0.1199,0.3659,0.6551,0.6424,1.2975,0.3975,0.3477,0.7452,3.5843,1.4854,5.0697,0.5106,0.8738,1.3844,0.3942,1.3054,1.6996,1.4939,0.5015,1.9955,0.1676,0.7633,0.9309,0.328,1.8438,2.1718,0.9254,0.9755,1.9009,-1.037,0.3285,-0.7085,0.3383,1.2401,1.5784,0.3441,0.8724,1.2165,0.268,1.0105,1.2785,0.4333,0.2151,0.6484
2001-05-02,0.4865,0.2326,0.719,0.497,1.9305,1.4335,0.7171,0.469,1.1861,0.7116,0.3413,1.0529,-0.1775,-0.4979,-0.3204,-0.7734,0.2597,-0.5137,0.0934,0.4585,0.5519,0.2285,0.486,0.7145,0.3948,1.4132,1.808,0.2909,0.6961,0.987,0.5038,1.2055,1.7093,0.0042,0.3763,0.3806,0.9893,-1.5316,-0.5423,0.3343,0.6741,0.3398,-0.3281,0.4742,0.1461,0.3799,2.9853,3.3652,-0.1862,0.048,-0.1382,0.6115,2.4265,3.038,0.1288,0.1043,-0.0244,0.3735,1.2421,0.8686,-0.3984,-0.0486,0.3498,0.8185,0.6538,1.4723,0.4232,0.4535,0.8767,3.8687,1.1377,5.0064,0.4897,0.9962,1.4859,0.32,1.3854,1.7054,1.5569,0.2519,1.8087,0.3723,0.8189,1.1913,-0.0529,1.8306,1.7778,0.8624,1.1911,2.0535,-0.9094,0.5104,-0.399,0.2741,1.3086,1.5827,0.3988,0.9721,1.3709,0.2765,1.0796,1.3562,0.4251,0.3213,0.7464
2001-05-03,0.5182,0.127,0.6452,0.3514,1.8729,1.5214,0.8257,0.4341,1.2598,0.7927,0.3245,1.1172,-0.2186,-0.5937,-0.3751,-0.7112,0.2488,-0.4624,0.0744,0.4771,0.5515,0.2213,0.5413,0.7626,0.2901,1.4857,1.7758,0.2492,0.7584,1.0076,0.225,1.2617,1.4867,0.0858,0.326,0.4118,1.0705,-1.264,-0.1935,0.2362,0.6351,0.3988,-0.2231,0.4198,0.1967,0.1959,3.0343,3.2302,-0.1643,0.007,-0.1573,0.4587,2.5412,2.9999,0.0759,0.0705,-0.0054,0.2997,1.2432,0.9435,-0.3303,-0.0576,0.2727,0.9615,0.572,1.5335,0.3146,0.5322,0.8468,4.0478,0.7163,4.7641,0.4239,1.1022,1.5262,0.2058,1.4368,1.6426,1.5675,0.0424,1.6099,0.5394,0.6683,1.2078,-0.3246,1.7494,1.4248,0.6648,1.3573,2.022,-0.7793,0.5205,-0.2588,0.191,1.3564,1.5473,0.4033,1.073,1.4763,0.1535,1.118,1.2716,0.345,0.4076,0.7525
2001-05-04,0.5393,0.0845,0.6238,0.3179,1.9188,1.6009,0.9435,0.4713,1.4148,0.8616,0.2757,1.1374,-0.2187,-0.6484,-0.4297,-0.6468,0.2577,-0.3891,0.051,0.4898,0.5408,0.1951,0.5901,0.7853,0.1957,1.5346,1.7303,0.2445,0.8196,1.0641,-0.0019,1.2613,1.2594,0.1637,0.3117,0.4754,1.0767,-0.9948,0.0819,0.2359,0.6938,0.4578,-0.1368,0.3454,0.2086,0.1843,3.0804,3.2647,-0.0718,-0.011,-0.0827,0.4562,2.6552,3.1114,0.0338,0.0368,0.003,0.3299,1.356,1.026,-0.2757,-0.0576,0.2181,1.0979,0.5457,1.6437,0.2559,0.5962,0.8521,4.1767,0.5156,4.6923,0.4194,1.2071,1.6265,0.2015,1.4872,1.6887,1.5643,-0.0128,1.5515,0.6953,0.6234,1.3186,-0.3886,1.6523,1.2637,0.6277,1.5142,2.1419,-0.637,0.5692,-0.0678,0.149,1.3936,1.5427,0.4071,1.1747,1.5818,0.1086,1.1452,1.2538,0.3616,0.498,0.8596
2001-05-07,0.5411,0.007,0.5481,0.2714,1.9401,1.6687,1.0428,0.3975,1.4403,0.9153,0.2146,1.1298,-0.2078,-0.6895,-0.4817,-0.5698,0.308,-0.2618,0.0343,0.4984,0.5327,0.1012,0.6154,0.7166,0.178,1.5791,1.7572,0.1856,0.866,1.0516,-0.1778,1.2168,1.0391,0.2316,0.2715,0.5031,1.0575,-0.7304,0.3271,0.239,0.7566,0.5176,-0.0679,0.2755,0.2076,0.1795,3.1253,3.3048,0.0239,-0.005,0.0189,0.2725,2.7233,2.9958,0.0024,0.006,0.0036,0.2342,1.3187,1.0846,-0.2321,-0.0577,0.1744,1.226,0.5124,1.7384,0.2181,0.6507,0.8688,4.2585,0.3272,4.5857,0.3517,1.295,1.6466,0.1767,1.5314,1.708,1.5593,-0.0202,1.5391,0.8183,0.4923,1.3107,-0.3692,1.56,1.1908,0.4875,1.6361,2.1236,-0.4993,0.5507,0.0515,0.1635,1.4345,1.598,0.3896,1.2721,1.6617,0.0139,1.1487,1.1626,0.309,0.5752,0.8842
2001-05-08,0.5255,-0.0621,0.4634,0.1719,1.8837,1.7117,1.1071,0.2571,1.3642,0.9409,0.1024,1.0432,-0.2074,-0.7409,-0.5335,-0.4958,0.2961,-0.1997,-0.0099,0.4959,0.486,0.027,0.6222,0.6491,0.0647,1.5953,1.66,0.0494,0.8783,0.9277,-0.3976,1.1174,0.7198,0.2956,0.2562,0.5518,0.9872,-0.4836,0.5035,0.239,0.8163,0.5773,-0.0064,0.2459,0.2395,0.182,3.1708,3.3527,0.0533,0.0083,0.0616,0.0225,2.7289,2.7514,-0.0315,-0.0358,-0.0043,0.0614,1.1613,1.0999,-0.2011,-0.0771,0.124,1.337,0.4439,1.7809,0.1975,0.7001,0.8976,4.3255,0.2681,4.5936,0.3377,1.3794,1.7171,0.1072,1.5582,1.6654,1.5585,-0.0029,1.5557,0.9285,0.4407,1.3693,-0.3774,1.4657,1.0883,0.3592,1.7259,2.0851,-0.3525,0.587,0.2345,0.1726,1.4777,1.6503,0.3427,1.3578,1.7005,-0.0815,1.1283,1.0468,0.1314,0.6081,0.7395
2001-05-09,0.5042,-0.0853,0.4189,0.1003,1.8371,1.7368,1.1495,0.1697,1.3193,0.9398,-0.0042,0.9356,-0.2124,-0.7991,-0.5866,-0.4297,0.2642,-0.1656,-0.087,0.4742,0.3872,-0.0515,0.6093,0.5577,-0.1378,1.5609,1.423,-0.0702,0.8608,0.7905,-0.519,0.9877,0.4686,0.3626,0.2681,0.6307,1.0036,-0.2327,0.7708,0.2493,0.8889,0.6396,0.0322,0.1546,0.1868,0.0392,3.1805,3.2197,0.125,0.0396,0.1646,-0.1284,2.6968,2.5685,-0.0096,-0.0162,-0.0067,-0.0921,0.9848,1.0769,-0.1921,-0.156,0.0361,1.4332,0.3846,1.8178,0.0689,0.7173,0.7862,4.3584,0.1316,4.49,0.2029,1.4301,1.633,0.0407,1.5683,1.609,1.5727,0.0565,1.6291,0.9964,0.2715,1.268,-0.2721,1.3976,1.1256,0.2123,1.7789,1.9912,-0.2269,0.5024,0.2754,0.1654,1.519,1.6844,0.3066,1.4345,1.7411,-0.185,1.082,0.897,0.0268,0.6148,0.6416
2001-05-10,0.4861,-0.0725,0.4135,0.0496,1.7989,1.7492,1.1884,0.1556,1.344,0.9224,-0.0698,0.8525,-0.2259,-0.869,-0.6431,-0.3649,0.2591,-0.1058,-0.0565,0.46,0.4035,0.0132,0.6126,0.6258,-0.298,1.4864,1.1884,-0.023,0.855,0.832,-0.6905,0.815,0.1245,0.424,0.2454,0.6694,0.941,0.0025,0.9435,0.1915,0.879,0.6875,0.0443,0.0481,0.0923,-0.1069,3.1538,3.0469,0.112,0.0676,0.1796,-0.1706,2.6542,2.4836,-0.0138,-0.0239,-0.0101,-0.1767,0.8561,1.0327,-0.1993,-0.2281,-0.0288,1.4956,0.2498,1.7454,-0.0805,0.6972,0.6166,4.3299,-0.1142,4.2156,0.142,1.4656,1.6076,0.0081,1.5704,1.5785,1.5659,-0.027,1.5389,1.0195,0.0924,1.1119,-0.2186,1.343,1.1244,0.112,1.8069,1.919,-0.1255,0.406,0.2805,0.2296,1.5764,1.806,0.3155,1.5133,1.8288,-0.3126,1.0039,0.6913,0.0334,0.6231,0.6565
2001-05-11,0.4526,-0.1341,0.3185,-0.016,1.7292,1.7452,1.2113,0.0914,1.3027,0.888,-0.1374,0.7506,-0.2416,-0.9451,-0.7035,-0.3097,0.2208,-0.0889,-0.0266,0.4534,0.4268,0.0909,0.6353,0.7262,-0.4039,1.3854,0.9815,0.0236,0.8609,0.8845,-0.7035,0.6391,-0.0644,0.487,0.2521,0.7391,0.8308,0.2102,1.041,0.0918,0.8022,0.7105,0.0231,-0.0848,-0.0617,-0.2599,3.0888,2.8289,0.0603,0.0827,0.143,-0.2506,2.5916,2.341,0.0374,0.0366,-0.0007,-0.2968,0.6617,0.9585,-0.2209,-0.3074,-0.0865,1.5306,0.1398,1.6704,-0.2446,0.636,0.3913,4.2003,-0.5181,3.6822,0.1232,1.4964,1.6196,-0.0794,1.5505,1.4711,1.5355,-0.1216,1.414,1.0075,-0.0481,0.9594,-0.2618,1.2775,1.0157,-0.0242,1.8009,1.7767,-0.0406,0.3394,0.2988,0.2287,1.6336,1.8623,0.2945,1.587,1.8815,-0.3949,0.9052,0.5103,-0.0063,0.6216,0.6152
2001-05-14,0.4109,-0.1665,0.2444,-0.0467,1.6869,1.7335,1.2067,-0.0183,1.1884,0.8563,-0.127,0.7293,-0.2508,-1.017,-0.7662,-0.254,0.2232,-0.0308,-0.0309,0.4457,0.4147,0.145,0.6715,0.8165,-0.4254,1.279,0.8537,0.0297,0.8683,0.898,-0.6359,0.4802,-0.1558,0.5535,0.2661,0.8196,0.7513,0.398,1.1493,0.0378,0.7577,0.7199,-0.0104,-0.1338,-0.1442,-0.4138,2.9854,2.5716,0.0719,0.1006,0.1725,-0.2538,2.5281,2.2743,0.0681,0.0844,0.0163,-0.29,0.596,0.886,-0.2385,-0.3087,-0.0702,1.5514,0.0835,1.6349,-0.3743,0.5424,0.1681,4.0167,-0.7345,3.2821,0.0447,1.5076,1.5523,-0.0983,1.5259,1.4277,1.5111,-0.0978,1.4133,0.9602,-0.1894,0.7708,-0.2626,1.2119,0.9493,-0.112,1.7729,1.6609,0.0218,0.2496,0.2714,0.1771,1.6779,1.8549,0.2981,1.6615,1.9596,-0.4059,0.8037,0.3978,-0.0276,0.6147,0.5871
2001-05-15,0.3702,-0.1628,0.2075,-0.0531,1.6672,1.7203,1.1826,-0.0965,1.0861,0.833,-0.0929,0.7401,-0.2684,-1.1017,-0.8333,-0.1914,0.2503,0.059,-0.0265,0.439,0.4125,0.0152,0.6753,0.6905,-0.4193,1.1742,0.7549,0.0572,0.8826,0.9399,-0.5563,0.3411,-0.2152,0.625,0.2859,0.9109,0.654,0.5615,1.2155,-0.0263,0.687,0.7133,-0.0379,-0.1102,-0.1482,-0.5444,2.8493,2.3048,0.024,0.1067,0.1307,-0.2719,2.4601,2.1882,0.0677,0.101,0.0332,-0.3016,0.509,0.8106,-0.2538,-0.3149,-0.0611,1.5475,-0.0157,1.5318,-0.4543,0.4288,-0.0254,3.8159,-0.8032,3.0127,0.0401,1.5176,1.5577,-0.0921,1.5029,1.4108,1.4944,-0.0667,1.4277,0.8962,-0.2557,0.6405,-0.1965,1.1628,0.9663,-0.139,1.7381,1.5991,0.0695,0.1909,0.2605,0.1405,1.713,1.8535,0.26,1.7265,1.9864,-0.4059,0.7022,0.2963,-0.0815,0.5943,0.5128
2001-05-16,0.3657,-0.018,0.3477,0.0442,1.7755,1.7313,1.1676,-0.0599,1.1077,0.8342,0.0048,0.8391,-0.1722,-1.0485,-0.8763,-0.1026,0.3549,0.2523,0.0349,0.4478,0.4826,-0.0955,0.6515,0.556,-0.3468,1.0875,0.7408,0.2868,0.9543,1.2412,-0.3853,0.2448,-0.1405,0.71,0.3401,1.0501,0.701,0.7368,1.4378,0.0337,0.7554,0.7217,-0.0218,0.0645,0.0427,-0.567,2.7075,2.1405,0.1322,0.1397,0.2719,0.1744,2.5037,2.6782,0.0764,0.1287,0.0523,-0.2354,0.5164,0.7517,-0.2291,-0.1303,0.0988,1.5676,0.0805,1.6482,-0.4105,0.3262,-0.0843,3.6416,-0.6973,2.9443,0.0921,1.5406,1.6327,0.0344,1.5115,1.5459,1.4809,-0.0541,1.4267,0.8551,-0.1644,0.6907,-0.165,1.1215,0.9566,0.0269,1.7449,1.7718,0.1255,0.2239,0.3494,0.2714,1.7809,2.0523,0.2169,1.7807,1.9976,-0.3323,0.6191,0.2868,0.0406,0.6044,0.6451
2001-05-17,0.3992,0.1341,0.5333,0.1126,1.8721,1.7595,1.1499,-0.0707,1.0792,0.8312,-0.012,0.8193,0.1706,-0.6631,-0.8337,-0.0211,0.3262,0.3051,0.0962,0.4718,0.5679,-0.1587,0.6118,0.4531,-0.3677,0.9956,0.6279,0.5186,1.084,1.6026,-0.4133,0.1414,-0.2718,0.7874,0.3096,1.097,0.6143,0.8904,1.5047,0.0719,0.8116,0.7397,0.0255,0.1893,0.2148,-0.6392,2.5477,1.9085,0.2237,0.1956,0.4194,0.3073,2.5806,2.8879,0.1284,0.2128,0.0844,-0.196,0.5067,0.7027,-0.1817,0.0078,0.1895,1.6131,0.1817,1.7947,-0.3492,0.2389,-0.1102,3.473,-0.6741,2.799,0.1562,1.5797,1.7359,0.0917,1.5345,1.6262,1.4543,-0.1061,1.3483,0.8405,-0.0585,0.782,-0.1206,1.0914,0.9708,0.1264,1.7765,1.9028,0.1812,0.2228,0.404,0.2809,1.8511,2.132,0.2925,1.8538,2.1463,-0.3095,0.5417,0.2322,0.1133,0.6328,0.7461
2001-05-18,0.4452,0.1837,0.6289,0.1814,1.9863,1.8048,1.1357,-0.0568,1.079,0.8266,-0.0186,0.808,0.3171,-0.4374,-0.7544,0.0648,0.3436,0.4085,0.131,0.5045,0.6355,-0.1778,0.5673,0.3896,-0.3432,0.9098,0.5666,0.7903,1.2816,2.0718,-0.5157,0.0125,-0.5032,0.8634,0.3041,1.1675,0.5407,1.0255,1.5662,0.091,0.8535,0.7625,0.0915,0.2638,0.3553,-0.6794,2.3779,1.6985,0.191,0.2434,0.4344,0.3127,2.6588,2.9715,0.2364,0.38,0.1435,-0.1694,0.491,0.6604,-0.1226,0.1135,0.2362,1.6731,0.24,1.913,-0.2844,0.1678,-0.1166,3.3469,-0.5046,2.8423,0.2185,1.6343,1.8528,0.165,1.5757,1.7407,1.4412,-0.0525,1.3887,0.8436,0.0122,0.8558,0.0255,1.0977,1.1232,0.1978,1.8259,2.0237,0.2388,0.2304,0.4692,0.2552,1.9149,2.1701,0.2796,1.9237,2.2033,-0.2852,0.4704,0.1852,0.1051,0.659,0.7641
2001-05-21,0.4983,0.2126,0.7109,0.2145,2.073,1.8585,1.0876,-0.1926,0.8949,0.8305,0.0154,0.8458,0.4566,-0.1837,-0.6403,0.1407,0.3034,0.4441,0.2485,0.5667,0.8152,-0.1115,0.5395,0.4279,-0.2856,0.8384,0.5528,0.8493,1.4939,2.3432,-0.6322,-0.1455,-0.7777,0.9465,0.3323,1.2789,0.3145,1.1042,1.4187,0.0856,0.8694,0.7839,0.1858,0.3775,0.5633,-0.6459,2.2164,1.5705,0.1582,0.2829,0.4412,0.2754,2.7276,3.0031,0.2943,0.5114,0.2171,-0.0701,0.5728,0.6429,-0.0561,0.2102,0.2663,1.7288,0.2232,1.952,-0.1577,0.1284,-0.0293,3.2718,-0.3004,2.9714,0.2746,1.703,1.9775,0.2141,1.6292,1.8433,1.4108,-0.1218,1.2889,0.9036,0.2403,1.144,0.0782,1.1173,1.1955,0.3432,1.9117,2.2549,0.3367,0.3913,0.728,0.237,1.9741,2.2111,0.261,1.989,2.2499,-0.2574,0.4061,0.1487,0.1707,0.7017,0.8724
2001-05-22,0.5318,0.1339,0.6657,0.1714,2.0727,1.9013,1.0049,-0.3306,0.6744,0.8533,0.0915,0.9448,0.5291,0.0211,-0.508,0.1957,0.2202,0.4159,0.3181,0.6462,0.9643,-0.0487,0.5273,0.4786,-0.2575,0.7741,0.5166,0.7337,1.6773,2.4111,-0.746,-0.332,-1.078,1.0326,0.3444,1.3771,0.0665,1.1208,1.1872,0.0246,0.8146,0.79,0.3151,0.5173,0.8324,-0.5143,2.0878,1.5736,-0.02,0.278,0.258,0.0788,2.7473,2.8261,0.354,0.6596,0.3056,0.027,0.6766,0.6496,0.0041,0.2445,0.2405,1.7496,0.0831,1.8327,-0.0948,0.1047,0.01,3.2088,-0.2522,2.9566,0.2549,1.7667,2.0216,0.1728,1.6724,1.8453,1.3688,-0.168,1.2008,0.9919,0.3529,1.3447,-0.0351,1.1085,1.0734,0.3862,2.0083,2.3944,0.4635,0.5076,0.9711,0.2271,2.0309,2.258,0.1735,2.0323,2.2058,-0.234,0.3476,0.1135,0.2641,0.7678,1.0319
2001-05-23,0.5514,0.0785,0.63,0.0331,1.9427,1.9096,0.9093,-0.3827,0.5266,0.8764,0.0921,0.9685,0.4736,0.084,-0.3896,0.2261,0.1215,0.3476,0.2504,0.7088,0.9592,-0.0753,0.5085,0.4331,-0.28,0.7041,0.4241,0.5903,1.8249,2.4152,-0.8562,-0.5461,-1.4023,1.115,0.3296,1.4447,-0.0906,1.0981,1.0075,-0.0534,0.7232,0.7766,0.4367,0.4862,0.9229,-0.4628,1.9721,1.5094,-0.2033,0.2271,0.0238,-0.0992,2.7225,2.6233,0.3535,0.7474,0.394,0.0116,0.6641,0.6525,0.0713,0.3404,0.2691,1.7231,-0.1061,1.617,-0.0979,0.0802,-0.0177,3.1395,-0.2769,2.8626,0.1895,1.8141,2.0036,0.0378,1.6819,1.7197,1.2941,-0.2988,0.9953,1.0549,0.2523,1.3072,-0.1712,1.0657,0.8945,0.2341,2.0668,2.3009,0.5831,0.4781,1.0612,0.1139,2.0594,2.1732,-0.0366,2.0232,1.9865,-0.2275,0.2907,0.0632,0.2157,0.8217,1.0374
2001-05-24,0.5464,-0.0202,0.5261,-0.0797,1.81,1.8897,0.8186,-0.3628,0.4558,0.9052,0.1155,1.0207,0.4501,0.1731,-0.2771,0.2427,0.0665,0.3093,0.2005,0.7589,0.9594,-0.0691,0.4912,0.4221,-0.2718,0.6361,0.3643,0.4324,1.933,2.3654,-0.7306,-0.7287,-1.4594,1.1881,0.2923,1.4804,-0.1905,1.0505,0.86,-0.1468,0.5932,0.74,0.5468,0.4404,0.9872,-0.2953,1.8983,1.603,-0.4054,0.1258,-0.2796,-0.3325,2.6394,2.3069,0.3642,0.8492,0.485,0.0751,0.7464,0.6713,0.1456,0.4427,0.2971,1.6599,-0.2527,1.4072,-0.0693,0.0629,-0.0064,3.098,-0.1661,2.9319,0.175,1.8578,2.0328,-0.061,1.6666,1.6056,1.2104,-0.3348,0.8755,1.1165,0.2462,1.3626,-0.2496,1.0033,0.7538,0.1269,2.0985,2.2253,0.6992,0.4643,1.1635,-0.0201,2.0543,2.0342,-0.2359,1.9642,1.7283,-0.216,0.2367,0.0206,0.1602,0.8617,1.0219
