date,MACD_Signal,MACD_Hist,MACD,MACD_Hist,MACD,MACD_Signal,MACD_Signal,MACD_Hist,MACD,MACD_Signal,MACD_Hist,MACD,MACD_Hist,MACD,MACD_Signal,MACD_Signal,MACD_Hist,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Signal,MACD_Hist,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Hist,MACD,MACD_Signal,MACD_Signal,MACD_Hist,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Hist,MACD,MACD_Signal,MACD_Hist,MACD,MACD_Signal,MACD_Signal,MACD,MACD_Hist,MACD_Signal,MACD_Hist,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Signal,MACD_Hist,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Signal,MACD_Hist,MACD,MACD_Signal,MACD_Hist,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Signal,MACD_Hist,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Hist,MACD_Signal,MACD,MACD_Hist,MACD_Signal,MACD
2000-02-18,-3.8809,0.3029,-3.578,1.0946,-3.5011,-4.5958,-1.3636,0.1605,-1.2031,0.0668,-0.6427,-0.5759,1.4195,4.5489,3.1294,-0.7906,-0.1848,-0.9753,-0.5461,1.467,0.9209,-0.51,-3.1943,-3.7043,-0.8786,-0.2837,-1.1623,1.0112,-3.9215,-2.9103,1.072,-0.8128,0.2593,-2.4572,-0.0558,-2.513,1.2535,-6.5352,-5.2817,-0.3806,-0.0305,0.3501,-3.945,-1.5742,-5.5192,0.0048,-3.4758,-3.471,-1.7989,-0.1635,-1.9624,0.5038,-3.5009,-2.9971,0.0087,-2.1176,-2.1263,-1.5693,1.9035,3.4728,-1.5235,-2.1608,-0.6372,-4.4919,0.5371,-3.9547,-0.5258,5.4325,4.9067,-0.5329,-0.0218,-0.5547,-0.322,-1.1262,-1.4482,0.1854,-5.0719,-4.8865,-1.4994,-0.2278,-1.7273,4.4945,0.6225,5.117,0.0008,-2.9965,-2.9957,-0.2424,-1.418,-1.6604,5.7208,0.1939,5.9147,0.3885,-3.7464,-3.3579,-0.8561,-0.8655,-1.7216,0.0398,3.4169,3.4566,-3.0331,1.8801,-1.153
2000-02-22,-3.8022,0.3146,-3.4876,1.2161,-3.0757,-4.2917,-1.2957,0.2714,-1.0243,-0.1029,-0.679,-0.7819,1.172,4.5944,3.4224,-0.8751,-0.338,-1.213,-0.7059,1.2905,0.5846,-0.5963,-3.3434,-3.9397,-0.8545,-0.4973,-1.3518,1.0532,-3.6582,-2.605,0.8978,-0.5883,0.3094,-2.4588,-0.0063,-2.4651,1.1849,-6.239,-5.0541,-0.3911,-0.1388,0.2523,-4.3015,-1.4261,-5.7276,-0.1804,-3.5209,-3.7013,-1.4604,-0.5286,-1.989,0.6853,-3.3296,-2.6443,-0.0125,-2.1419,-2.1294,-1.5114,1.5836,3.095,-1.6741,-2.2763,-0.6022,-4.3463,0.5823,-3.7639,-0.6731,5.2642,4.5911,-0.6034,-0.2821,-0.8855,-0.4278,-1.2332,-1.661,0.1706,-5.0293,-4.8587,-1.5655,-0.2641,-1.8296,4.5549,0.2416,4.7964,0.0187,-2.9918,-2.9731,-0.3757,-1.5119,-1.8876,5.6522,-0.2744,5.3778,0.4219,-3.6409,-3.2191,-0.6212,-1.0208,-1.6421,-0.0584,3.4023,3.3438,-3.2681,1.0631,-2.205
2000-02-23,-3.7371,0.2604,-3.4767,1.1361,-2.8716,-4.0077,-1.2202,0.3022,-0.918,-0.2702,-0.6691,-0.9392,1.1029,4.801,3.6981,-0.9891,-0.4562,-1.4453,-0.733,1.1073,0.3743,-0.6608,-3.5086,-4.1694,-0.9177,-0.7267,-1.6444,1.0098,-3.4057,-2.3959,0.6473,-0.4265,0.2208,-2.449,0.0392,-2.4098,0.9931,-5.9907,-4.9977,-0.3476,-0.1822,0.1654,-4.5894,-1.1517,-5.7411,-0.2269,-3.5776,-3.8045,-1.3181,-0.8582,-2.1763,0.9326,-3.0964,-2.1639,0.0148,-2.111,-2.1257,-1.4165,1.3244,2.7409,-1.8154,-2.3808,-0.5653,-4.2312,0.4602,-3.771,-0.6313,5.1064,4.4751,-0.7456,-0.5685,-1.3141,-0.3852,-1.3295,-1.7147,0.2537,-4.9658,-4.7121,-1.6431,-0.3104,-1.9535,4.7175,0.6506,5.3681,-0.0995,-3.0167,-3.1162,-0.324,-1.5929,-1.9169,5.7355,0.333,6.0685,0.4219,-3.5355,-3.1136,-0.5439,-1.1568,-1.7007,0.0078,3.4042,3.412,-3.3175,0.2337,-3.0839
2000-02-24,-3.7143,0.0913,-3.623,1.0987,-2.6344,-3.7331,-1.145,0.3008,-0.8442,-0.4535,-0.7331,-1.1866,0.8851,4.8044,3.9194,-1.1174,-0.5133,-1.6307,-0.7816,0.9119,0.1302,-0.5785,-3.6532,-4.2317,-1.0461,-0.9883,-2.0344,0.8414,-3.1954,-2.354,0.1647,-0.3853,-0.2206,-2.4429,0.0242,-2.4187,0.7395,-5.8059,-5.0664,-0.3636,-0.2891,0.0745,-4.8248,-0.9413,-5.7661,-0.1796,-3.6225,-3.8021,-1.2242,-1.1642,-2.3884,0.9833,-2.8506,-1.8673,-0.0293,-2.1624,-2.1331,-1.3951,0.9969,2.3921,-1.9624,-2.5503,-0.5879,-4.1697,0.2462,-3.9235,-0.2867,5.0347,4.748,-0.8955,-0.5998,-1.4952,-0.4378,-1.4389,-1.8767,0.3697,-4.8734,-4.5037,-1.7492,-0.4244,-2.1735,4.9968,1.1171,6.1139,-0.2564,-3.0808,-3.3372,-0.4356,-1.7018,-2.1374,5.8757,0.561,6.4367,0.3325,-3.4523,-3.1198,-0.4927,-1.28,-1.7727,-0.0492,3.3919,3.3428,-3.6937,-0.6897,-4.3834
2000-02-25,-3.7396,-0.1013,-3.841,1.1033,-2.3539,-3.4572,-1.0782,0.2671,-0.8111,-0.6561,-0.8105,-1.4666,0.3537,4.3615,4.0078,-1.2464,-0.5158,-1.7622,-0.9192,0.6821,-0.2371,-0.6789,-3.8229,-4.5019,-1.0909,-1.261,-2.3519,0.6685,-3.0283,-2.3598,-0.2302,-0.4429,-0.6731,-2.4319,0.0441,-2.3878,0.3796,-5.711,-5.3314,-0.3987,-0.4238,-0.0252,-5.0118,-0.748,-5.7598,-0.327,-3.7043,-4.0313,-1.206,-1.4657,-2.6717,0.6545,-2.687,-2.0325,-0.0603,-2.2084,-2.1481,-1.3387,0.7186,2.0574,-2.1186,-2.7435,-0.6249,-4.1633,0.0255,-4.1378,-0.1654,4.9934,4.8279,-1.0803,-0.7393,-1.8196,-0.4386,-1.5486,-1.9871,0.156,-4.8344,-4.6784,-1.8915,-0.5693,-2.4607,5.2449,0.9926,6.2376,-0.3375,-3.1652,-3.5026,-0.4981,-1.8263,-2.3244,5.9592,0.3338,6.2929,0.2746,-3.3837,-3.1092,-0.3433,-1.3658,-1.7091,-0.4214,3.2866,2.8651,-4.0614,-1.7051,-5.7664
2000-02-28,-3.7873,-0.1906,-3.9779,1.1719,-1.9924,-3.1643,-1.0109,0.2693,-0.7416,-0.8428,-0.7467,-1.5894,0.24,4.3078,4.0678,-1.3412,-0.3794,-1.7207,-0.8518,0.4691,-0.3827,-0.5636,-3.9638,-4.5274,-0.9022,-1.4865,-2.3887,0.6165,-2.8741,-2.2576,-0.4496,-0.5553,-1.0049,-2.4099,0.0879,-2.3221,0.3936,-5.6126,-5.2189,-0.4116,-0.5397,-0.1281,-5.1262,-0.4577,-5.5839,-0.3526,-3.7924,-4.145,-1.0306,-1.7234,-2.7539,0.4826,-2.5663,-2.0837,-0.0486,-2.2089,-2.1603,-1.1199,0.6576,1.7774,-2.2577,-2.8141,-0.5564,-4.1704,-0.0283,-4.1987,-0.1837,4.9474,4.7637,-1.3307,-1.0015,-2.3322,-0.1588,-1.5883,-1.7471,0.2699,-4.7669,-4.4971,-2.0058,-0.4573,-2.4631,5.447,0.8084,6.2554,-0.1184,-3.1948,-3.3131,-0.316,-1.9053,-2.2214,5.954,-0.0209,5.9331,0.2266,-3.3271,-3.1004,-0.271,-1.4336,-1.7045,-0.4788,3.1669,2.688,-3.5656,-2.5965,-6.1621
2000-02-29,-3.8228,-0.1422,-3.9651,1.1905,-1.6761,-2.8666,-0.9424,0.2741,-0.6683,-0.9639,-0.4844,-1.4482,0.4764,4.6634,4.1869,-1.3947,-0.214,-1.6087,-0.6894,0.2968,-0.3926,-0.2622,-4.0294,-4.2916,-0.7831,-1.6823,-2.4654,0.5702,-2.7316,-2.1614,-0.5789,-0.7,-1.2788,-2.3876,0.0893,-2.2983,0.401,-5.5123,-5.1113,-0.4008,-0.6291,-0.2283,-5.1685,-0.1693,-5.3378,-0.4553,-3.9062,-4.3616,-0.8509,-1.9361,-2.787,0.4847,-2.4452,-1.9605,0.0205,-2.1346,-2.1551,-0.833,0.7362,1.5692,-2.3845,-2.8916,-0.5071,-4.188,-0.0704,-4.2584,-0.1923,4.8993,4.707,-1.6339,-1.2129,-2.8468,0.0834,-1.5674,-1.484,0.5581,-4.6274,-4.0692,-2.0631,-0.2293,-2.2924,5.685,0.9519,6.6369,0.0626,-3.1791,-3.1165,-0.0842,-1.9264,-2.0106,5.9054,-0.1942,5.7111,0.1831,-3.2813,-3.0982,-0.2022,-1.4841,-1.6863,-0.4312,3.0591,2.6279,-2.9422,-3.332,-6.2742
2000-03-01,-3.8582,-0.1414,-3.9996,1.1659,-1.4092,-2.5751,-0.8706,0.2872,-0.5833,-1.0372,-0.2934,-1.3307,0.5041,4.817,4.3129,-1.3485,0.1849,-1.1636,-0.5101,0.1692,-0.3409,-0.0069,-4.0311,-4.038,-0.2691,-1.7496,-2.0187,0.5278,-2.5996,-2.0718,-0.3998,-0.7999,-1.1997,-2.3579,0.1188,-2.2391,0.4585,-5.3977,-4.9391,-0.3869,-0.712,-0.325,-5.1566,0.0477,-5.1089,-0.3683,-3.9983,-4.3666,-0.7756,-2.13,-2.9056,0.3514,-2.3573,-2.0059,0.0505,-2.092,-2.1425,-0.4719,0.9793,1.4512,-2.4536,-2.7303,-0.2766,-4.1797,0.0331,-4.1466,-0.0473,4.8875,4.8403,-1.9905,-1.4265,-3.417,0.1258,-1.536,-1.4102,0.6879,-4.4554,-3.7675,-2.0651,-0.0077,-2.0728,5.9487,1.0549,7.0037,0.2375,-3.1197,-2.8823,0.1469,-1.8897,-1.7428,5.8108,-0.3785,5.4323,0.1647,-3.2401,-3.0755,-0.1751,-1.5279,-1.703,0.5947,3.2077,3.8025,-2.2838,-3.903,-6.1868
2000-03-02,-3.8917,-0.1342,-4.0259,0.9693,-1.3635,-2.3328,-0.8034,0.2686,-0.5349,-1.0765,-0.1572,-1.2338,0.4812,4.9144,4.4332,-1.1873,0.6449,-0.5424,-0.3847,0.0731,-0.3116,0.2898,-3.9587,-3.6689,0.1029,-1.7239,-1.621,0.4973,-2.4753,-1.9779,-0.3946,-0.8986,-1.2932,-2.3187,0.157,-2.1617,0.4598,-5.2827,-4.823,-0.3473,-0.7592,-0.4119,-5.0786,0.3118,-4.7668,-0.0947,-4.022,-4.1166,-0.7162,-2.309,-3.0252,0.2664,-2.2907,-2.0243,0.0626,-2.0643,-2.1269,-0.326,1.0438,1.3697,-2.4993,-2.6821,-0.1827,-4.1412,0.1542,-3.987,-0.0048,4.8863,4.8816,-2.3116,-1.2842,-3.5958,0.1279,-1.504,-1.3761,1.0208,-4.2002,-3.1794,-2.0125,0.2104,-1.8021,6.1215,0.6909,6.8124,0.3911,-3.022,-2.6308,0.3072,-1.8128,-1.5056,5.6966,-0.4569,5.2397,0.1459,-3.2036,-3.0577,-0.1587,-1.5675,-1.7262,0.647,3.3695,4.0165,-1.8372,-4.3623,-6.1994
2000-03-03,-3.8946,-0.0114,-3.9059,0.7922,-1.3425,-2.1348,-0.738,0.2616,-0.4764,-1.059,0.07,-0.989,0.6947,5.3016,4.6069,-0.9548,0.93,-0.0248,-0.1589,0.0333,-0.1256,0.6287,-3.8015,-3.1727,0.3502,-1.6363,-1.2862,0.5385,-2.3407,-1.8021,-0.2387,-0.9582,-1.1969,-2.2713,0.1894,-2.082,0.5567,-5.1436,-4.5869,-0.2603,-0.7372,-0.4769,-4.9527,0.5035,-4.4493,0.294,-3.9485,-3.6545,-0.732,-2.492,-3.224,0.4397,-2.1808,-1.7411,0.1775,-1.905,-2.0825,-0.1942,1.127,1.3212,-2.5142,-2.5739,-0.0596,-4.0793,0.2476,-3.8317,0.2009,4.9366,5.1375,-2.5104,-0.7953,-3.3057,0.096,-1.48,-1.384,1.4778,-3.8307,-2.3529,-1.9448,0.2708,-1.674,6.4024,1.1238,7.5262,0.4224,-2.9164,-2.494,0.5737,-1.6694,-1.0957,5.6364,-0.2404,5.396,0.2796,-3.1337,-2.8542,-0.1257,-1.599,-1.7247,0.998,3.619,4.617,-1.4275,-4.7191,-6.1466
2000-03-06,-3.8911,0.014,-3.8771,0.5833,-1.4057,-1.9889,-0.6823,0.2228,-0.4595,-1.0244,0.1387,-0.8857,1.2543,6.1748,4.9205,-0.7224,0.9296,0.2072,-0.0413,0.023,-0.0183,0.707,-3.6248,-2.9178,0.6096,-1.4839,-0.8743,0.4419,-2.2302,-1.7882,-0.2435,-1.0191,-1.2626,-2.2181,0.2128,-2.0053,0.5713,-5.0007,-4.4294,-0.2478,-0.7866,-0.5389,-4.8062,0.5862,-4.22,0.2072,-3.8967,-3.6895,-0.7447,-2.6782,-3.4228,0.4015,-2.0804,-1.679,0.2114,-1.8183,-2.0296,0.0346,1.3645,1.3298,-2.5214,-2.5499,-0.0285,-4.0445,0.1389,-3.9056,0.153,4.9748,5.1278,-2.6953,-0.7395,-3.4348,0.0449,-1.4688,-1.4239,1.5979,-3.4313,-1.8333,-1.9106,0.1367,-1.7739,6.7506,1.3927,8.1433,0.4107,-2.8137,-2.403,0.6381,-1.5099,-0.8718,5.5798,-0.2265,5.3533,0.397,-3.0345,-2.6375,-0.1356,-1.6329,-1.7685,0.9853,3.8653,4.8506,-1.3209,-5.0494,-6.3703
2000-03-07,-3.8999,-0.0351,-3.935,0.2803,-1.6386,-1.9189,-0.6392,0.1726,-0.4665,-1.0073,0.0682,-0.9391,1.2711,6.5093,5.2383,-0.5246,0.7914,0.2668,0.0344,0.0316,0.0659,0.5644,-3.4837,-2.9193,0.6663,-1.3173,-0.651,0.4105,-2.1275,-1.7171,-0.4478,-1.1311,-1.5789,-2.1651,0.2123,-1.9528,-1.0912,-5.2735,-6.3647,-0.3299,-0.9512,-0.6213,-4.6533,0.6116,-4.0417,0.321,-3.8164,-3.4954,-0.8525,-2.8913,-3.7438,0.0883,-2.0584,-1.9701,0.1328,-1.8636,-1.9964,0.0601,1.4049,1.3449,-2.5473,-2.6512,-0.1039,-4.0513,-0.0273,-4.0786,-0.0325,4.9667,4.9342,-2.8565,-0.645,-3.5015,-0.0719,-1.4868,-1.5586,1.1421,-3.1457,-2.0037,-1.7822,0.5134,-1.2688,7.053,1.2097,8.2627,0.8542,-2.6001,-1.7459,0.4863,-1.3883,-0.9021,5.4518,-0.5121,4.9397,0.2937,-2.9611,-2.6674,-0.1441,-1.6689,-1.813,0.7105,4.0429,4.7534,-1.3239,-5.3803,-6.7042
2000-03-08,-3.8649,0.14,-3.7248,0.1494,-1.7322,-1.8815,-0.6096,0.1182,-0.4914,-0.998,0.0374,-0.9606,1.0332,6.5298,5.4966,-0.3615,0.6521,0.2906,0.012,0.0346,0.0466,0.525,-3.3524,-2.8274,0.7345,-1.1337,-0.3992,0.3089,-2.0503,-1.7415,-0.6302,-1.2886,-1.9188,-2.1148,0.2008,-1.914,-2.2194,-5.8284,-8.0477,-0.2027,-0.8747,-0.672,-4.5039,0.5977,-3.9062,0.582,-3.6709,-3.0889,-0.6659,-3.0578,-3.7237,-0.106,-2.0849,-2.1909,0.1503,-1.8085,-1.9589,-0.1187,1.1965,1.3152,-2.572,-2.6709,-0.0988,-4.0347,0.0665,-3.9682,-0.2497,4.9043,4.6545,-2.9362,-0.3185,-3.2547,-0.12,-1.5168,-1.6368,0.8488,-2.9336,-2.0848,-1.6034,0.7153,-0.8881,7.3267,1.0949,8.4217,1.1149,-2.3214,-1.2065,0.3673,-1.2965,-0.9292,5.2781,-0.6948,4.5833,0.3126,-2.8829,-2.5703,-0.2141,-1.7224,-1.9365,0.4086,4.1451,4.5537,-1.4371,-5.7396,-7.1767
2000-03-09,-3.8156,0.1969,-3.6187,0.1602,-1.6813,-1.8415,-0.5848,0.0993,-0.4854,-0.9936,0.0175,-0.9761,1.4818,7.3488,5.867,-0.2291,0.5295,0.3004,0.0807,0.0548,0.1355,0.5436,-3.2165,-2.6729,0.885,-0.9125,-0.0275,0.1717,-2.0074,-1.8356,-0.6078,-1.4406,-2.0483,-2.0483,0.2662,-1.7821,-2.773,-6.5216,-9.2946,0.0176,-0.65,-0.6676,-4.3622,0.5667,-3.7955,1.0319,-3.4129,-2.381,-0.2105,-3.1104,-3.3209,-0.3066,-2.1615,-2.4681,0.251,-1.645,-1.8961,-0.1012,1.1886,1.2899,-2.6008,-2.7157,-0.1149,-3.9681,0.2664,-3.7017,-0.1942,4.8557,4.6615,-2.9259,0.0413,-2.8846,0.0492,-1.5045,-1.4552,0.5636,-2.7927,-2.2291,-1.3858,0.8706,-0.5151,7.6711,1.3774,9.0485,1.3808,-1.9762,-0.5954,0.5406,-1.1614,-0.6208,5.1829,-0.3806,4.8023,0.3542,-2.7944,-2.4402,-0.2074,-1.7743,-1.9816,0.1761,4.1891,4.3653,-1.3803,-6.0847,-7.465
2000-03-10,-3.7294,0.3448,-3.3846,0.2635,-1.5121,-1.7756,-0.5699,0.0596,-0.5103,-1.0123,-0.0749,-1.0872,1.3127,7.5079,6.1952,-0.1154,0.4551,0.3397,0.0476,0.0667,0.1142,0.4923,-3.0934,-2.6012,0.857,-0.6982,0.1588,0.1474,-1.9705,-1.8231,-0.4326,-1.5487,-1.9813,-1.9663,0.3278,-1.6385,-3.1704,-7.3142,-10.4847,0.2004,-0.417,-0.6175,-4.2208,0.5657,-3.655,1.3547,-3.0743,-1.7195,0.0142,-3.1069,-3.0927,-0.3608,-2.2517,-2.6126,0.3024,-1.5182,-1.8205,-0.2518,0.9751,1.2269,-2.6445,-2.8195,-0.175,-3.8935,0.2984,-3.5951,-0.0786,4.8361,4.7575,-2.8969,0.1158,-2.7811,0.0509,-1.4917,-1.4408,0.5524,-2.6546,-2.1021,-1.2064,0.7174,-0.489,8.0082,1.3485,9.3568,1.31,-1.6487,-0.3387,0.5836,-1.0155,-0.4319,5.0839,-0.3961,4.6878,0.4152,-2.6906,-2.2753,-0.2636,-1.8402,-2.1037,0.2064,4.2407,4.4471,-0.968,-6.3267,-7.2947
2000-03-13,-3.6181,0.4454,-3.1726,0.2827,-1.4222,-1.7049,-0.5476,0.0891,-0.4585,-1.0272,-0.0596,-1.0869,1.0559,7.5151,6.4592,0.008,0.4934,0.5014,0.0115,0.0696,0.0811,0.4465,-2.9818,-2.5353,0.7932,-0.4999,0.2933,0.1501,-1.933,-1.783,-0.3383,-1.6333,-1.9716,-1.8825,0.3353,-1.5472,-2.9633,-8.0551,-11.0184,0.2661,-0.2848,-0.551,-4.0475,0.6932,-3.3542,1.3226,-2.7436,-1.421,0.0192,-3.1021,-3.0828,-0.5149,-2.3805,-2.8954,0.3793,-1.3464,-1.7257,-0.2568,0.906,1.1627,-2.7173,-3.0084,-0.2911,-3.823,0.2822,-3.5408,0.0752,4.8549,4.93,-2.8123,0.3385,-2.4738,0.031,-1.484,-1.4529,0.3971,-2.5553,-2.1582,-1.0761,0.5213,-0.5548,8.2092,0.8038,9.013,1.1755,-1.3548,-0.1793,0.4915,-0.8926,-0.4011,4.9729,-0.4442,4.5287,0.4524,-2.5775,-2.125,-0.2522,-1.9032,-2.1554,-0.1075,4.2138,4.1063,-0.6076,-6.4786,-7.0862
2000-03-14,-3.5175,0.4025,-3.115,0.3191,-1.306,-1.6251,-0.5273,0.0811,-0.4463,-1.0396,-0.0497,-1.0894,0.3532,6.9006,6.5475,0.106,0.392,0.498,-0.064,0.0536,-0.0104,0.4255,-2.8755,-2.45,0.6441,-0.3389,0.3052,0.2215,-1.8776,-1.6562,-0.2466,-1.6949,-1.9416,-1.8007,0.3274,-1.4732,-2.7004,-8.7302,-11.4306,0.2307,-0.2626,-0.4933,-3.8519,0.782,-3.0699,1.0744,-2.475,-1.4006,0.0177,-3.0976,-3.0799,-0.5545,-2.5191,-3.0736,0.2996,-1.3512,-1.6508,-0.3246,0.7569,1.0816,-2.8053,-3.1572,-0.3519,-3.7061,0.4675,-3.2385,-0.1447,4.8187,4.674,-2.6759,0.5454,-2.1305,-0.0136,-1.4874,-1.501,0.1465,-2.5187,-2.3722,-0.959,0.4683,-0.4906,8.1647,-0.1779,7.9868,1.2379,-1.0453,0.1926,0.2905,-0.82,-0.5295,4.7786,-0.7771,4.0015,0.487,-2.4557,-1.9687,-0.1871,-1.95,-2.1371,-0.7876,4.0169,3.2294,-0.1759,-6.5226,-6.6984
2000-03-15,-3.3819,0.5421,-2.8399,0.4,-1.1252,-1.5252,-0.4975,0.1194,-0.3781,-1.0076,0.1281,-0.8795,-0.6633,5.7183,6.3816,0.1886,0.3305,0.5191,-0.065,0.0373,-0.0277,0.6555,-2.7116,-2.0561,0.52,-0.2089,0.3111,0.5232,-1.7469,-1.2237,-0.0727,-1.7131,-1.7858,-1.6952,0.422,-1.2732,-2.139,-9.2649,-11.4039,0.3285,-0.0826,-0.4111,-3.5783,1.0947,-2.4835,0.901,-2.2498,-1.3488,0.2553,-3.0338,-2.7785,-0.3122,-2.5971,-2.9093,0.3766,-1.1801,-1.5567,-0.0965,0.961,1.0574,-2.824,-2.8987,-0.0747,-3.491,0.8604,-2.6306,-0.1721,4.7757,4.6036,-2.5341,0.5675,-1.9666,0.272,-1.4194,-1.1473,0.4233,-2.4128,-1.9895,-0.8462,0.4512,-0.3949,7.8065,-1.4327,6.3739,1.2893,-0.723,0.5663,0.3602,-0.7299,-0.3698,4.4804,-1.1929,3.2875,0.6612,-2.2904,-1.6292,-0.0026,-1.9506,-1.9532,-1.0815,3.7466,2.665,0.4506,-6.4099,-5.9593
2000-03-16,-3.1671,0.8593,-2.3078,0.6868,-0.6667,-1.3535,-0.4602,0.1493,-0.3108,-0.8852,0.4897,-0.3955,-1.26,4.8066,6.0666,0.2988,0.4408,0.7396,-0.0307,0.0296,-0.0011,0.9898,-2.4641,-1.4744,0.533,-0.0756,0.4574,0.8999,-1.5219,-0.622,0.0991,-1.6883,-1.5892,-1.5237,0.6858,-0.838,-1.5025,-9.6405,-11.143,0.4562,0.1591,-0.2971,-3.2179,1.4415,-1.7764,0.7656,-2.0584,-1.2928,0.7498,-2.8464,-2.0966,0.2345,-2.5385,-2.304,0.5188,-0.9081,-1.4269,0.4881,1.6675,1.1795,-2.7569,-2.4885,0.2684,-3.1718,1.2765,-1.8953,0.0889,4.7979,4.8868,-2.3585,0.7023,-1.6562,0.7369,-1.2351,-0.4982,0.9438,-2.1769,-1.233,-0.7081,0.5522,-0.1559,7.4394,-1.4685,5.9709,1.2727,-0.4048,0.8678,0.8084,-0.5278,0.2806,4.1719,-1.2339,2.938,0.9124,-2.0623,-1.1499,0.1789,-1.9059,-1.727,-0.9044,3.5205,2.6161,1.5737,-6.0165,-4.4429
2000-03-17,-2.9405,0.9064,-2.0341,0.6597,-0.5288,-1.1885,-0.4191,0.1645,-0.2546,-0.6966,0.7542,0.0576,-1.2403,4.5162,5.7566,0.4297,0.5236,0.9533,0.0879,0.0516,0.1395,1.2414,-2.1538,-0.9125,0.5975,0.0737,0.6712,0.9515,-1.284,-0.3326,0.1851,-1.6421,-1.4569,-1.3254,0.7933,-0.5321,-1.0804,-9.9106,-10.991,0.4709,0.2915,-0.1794,-2.8427,1.5009,-1.3418,0.9146,-1.8297,-0.9151,0.9027,-2.6207,-1.718,0.4489,-2.4263,-1.9773,0.5779,-0.7046,-1.2825,0.8742,2.2723,1.398,-2.6431,-2.1882,0.4549,-2.801,1.4834,-1.3176,0.5105,4.9255,5.436,-2.1497,0.8353,-1.3143,1.1088,-0.9579,0.1508,1.2966,-1.8527,-0.5561,-0.6017,0.4258,-0.1759,7.1343,-1.2202,5.9141,1.1469,-0.1181,1.0287,1.0897,-0.2554,0.8343,3.9163,-1.0224,2.8939,0.9731,-1.819,-0.8459,0.4519,-1.7929,-1.3411,-0.5585,3.3808,2.8224,2.2372,-5.4572,-3.22
2000-03-20,-2.7127,0.9112,-1.8015,0.6586,-0.3653,-1.0239,-0.3817,0.1494,-0.2324,-0.4879,0.8351,0.3473,-0.8964,4.6361,5.5325,0.5448,0.4606,1.0054,0.3249,0.1328,0.4578,1.314,-1.8253,-0.5113,0.6021,0.2243,0.8263,1.0413,-1.0237,0.0177,0.3324,-1.559,-1.2266,-1.1227,0.8108,-0.3119,-0.637,-10.0699,-10.7069,0.4054,0.3274,-0.078,-2.4873,1.4215,-1.0658,0.8491,-1.6174,-0.7683,0.9037,-2.3948,-1.4911,0.6534,-2.2629,-1.6095,0.6441,-0.4773,-1.1214,0.7744,2.366,1.5916,-2.5092,-1.9734,0.5358,-2.4148,1.5449,-0.8699,1.0285,5.1826,6.2111,-1.8822,1.07,-0.8122,1.3205,-0.6278,0.6927,1.5343,-1.4691,0.0651,-0.5551,0.1862,-0.369,5.0507,-8.3345,-3.2838,0.9854,0.1282,1.1136,1.1633,0.0354,1.1988,3.684,-0.9294,2.7546,0.9047,-1.5929,-0.6882,0.5518,-1.655,-1.1032,-0.4709,3.2631,2.7923,2.4834,-4.8364,-2.3529
2000-03-21,-2.4729,0.959,-1.5139,0.7922,-0.0337,-0.8258,-0.3419,0.1592,-0.1828,-0.2464,0.9659,0.7195,-0.8183,4.5096,5.3279,0.6558,0.4436,1.0994,0.4393,0.2427,0.682,1.4031,-1.4745,-0.0715,0.5554,0.3631,0.9185,1.092,-0.7507,0.3413,0.4853,-1.4376,-0.9524,-0.9054,0.8693,-0.0361,-0.306,-10.1464,-10.4523,0.4517,0.4866,0.0349,-2.1552,1.3283,-0.827,1.1217,-1.337,-0.2153,1.0261,-2.1382,-1.1121,0.9874,-2.0161,-1.0286,0.7062,-0.2387,-0.9449,1.0038,2.8464,1.8426,-2.3498,-1.7125,0.6374,-2.0187,1.5844,-0.4343,1.469,5.5499,7.0189,-1.5757,1.226,-0.3496,1.3815,-0.2824,1.099,2.2263,-0.9126,1.3137,-0.5135,0.1665,-0.347,2.0155,-12.141,-10.1256,1.0266,0.3849,1.4114,1.3397,0.3703,1.71,3.5785,-0.422,3.1565,0.9124,-1.3647,-0.4523,0.5725,-1.5119,-0.9393,0.341,3.3484,3.6893,2.8006,-4.1362,-1.3357
